id,name,type,typecode,address,location,tel,pcode,pname,citycode,cityname,adcode,adname,gridcode,distance,business_area,timestamp,biz_ext,行业大类,行业中类,行业小类,Unnamed: 21,X,Y,wgs84_经度,wgs84_纬度
d9101f23-5d05-3eaf-97bb-fef3bc76ed85,南京长江大桥,风景名胜;风景名胜;风景名胜,110200,江山路6号(横跨于鼓楼区与浦口区的长江之上),"118.749449,32.110616",025-85822475,320000,江苏省,25,南京市,320106,鼓楼区,4818153902,736,[],2023-04-27 22:57:00,"{""rating"": ""4.8"", ""cost"": [], ""ticket_ordering"": ""0""}",风景名胜,风景名胜,风景名胜,,118.749449,32.110616,118.74421848306658,32.11266425460431
32cb73f7-4fb5-3d76-b0fc-7cb1a406f776,九华山公园(暂停开放),风景名胜;公园广场;公园,110101,九华山路21号(九华山地铁站1号口步行310米),"118.807313,32.059806",[],320000,江苏省,25,南京市,320102,玄武区,4818067401,799,九华山,2023-04-26 19:34:00,"{""rating"": ""4.5"", ""cost"": [], ""ticket_ordering"": ""0""}",风景名胜,公园广场,公园,,118.807313,32.059806,118.8021486329145,32.061898498227194
6a14fd5e-7500-37e2-b219-7b536c8fde6a,中山门广场,风景名胜;公园广场;城市广场,110105,宁杭公路(苜蓿园地铁站2号口步行440米),"118.829390,32.039467",[],320000,江苏省,25,南京市,320102,玄武区,4818064621,930,[],2022-11-22 22:19:00,"{""rating"": ""4.2"", ""cost"": [], ""ticket_ordering"": ""0""}",风景名胜,公园广场,城市广场,,118.82939,32.039467,118.82427328573176,32.04159538563076
2b9e3cbd-96b5-3c2a-80e8-ed5031e55dbb,郑和公园,风景名胜;公园广场;公园,110101,太平巷35号(常府街地铁站1号口步行400米),"118.794405,32.031442",025-84419742,320000,江苏省,25,南京市,320104,秦淮区,4818063321,1913,[],2023-04-24 13:37:00,"{""rating"": ""4.7"", ""cost"": [], ""ticket_ordering"": ""0""}",风景名胜,公园广场,公园,,118.794405,32.031442,118.7892199010474,32.03350752361438
1b0d4731-cf83-3563-8c10-0457d3eb11d9,幕府山风景区,风景名胜;风景名胜;风景名胜,110200,永济大道,"118.789218,32.122950",[],320000,江苏省,25,南京市,320106,鼓楼区,4818164320,1273,[],2023-05-11 16:01:00,"{""rating"": ""4.8"", ""cost"": [], ""ticket_ordering"": ""0""}",风景名胜,风景名胜,风景名胜,,118.789218,32.12295,118.78401627978872,32.12502781212085
ebe2a9f0-42c7-3f48-87bf-def0f7eff185,六合文庙,风景名胜;风景名胜;寺庙道观,110205,县府街136号,"118.833336,32.343724",[],320000,江苏省,25,南京市,320116,六合区,4818461602,1526,江北新区,2023-04-15 05:00:00,"{'rating': '4.2', 'cost': [], 'ticket_ordering': '0'}",风景名胜,风景名胜,寺庙道观,,118.833336,32.343724,118.82819971011928,32.34590121019306
03e97545-5d38-32c0-a881-88aab4fd43d9,神策门公园,风景名胜;公园广场;公园,110101,龙蟠路2号,"118.787327,32.088919",[],320000,江苏省,25,南京市,320102,玄武区,4818160222,1428,中央门,2023-05-14 03:34:00,"{""rating"": ""4.7"", ""cost"": [], ""ticket_ordering"": ""0""}",风景名胜,公园广场,公园,,118.787327,32.088919,118.7821256502734,32.09098745971384
f6868865-6634-3921-b31a-80f83e0e0162,高二适纪念馆,风景名胜;风景名胜;纪念馆,110204,雨山路48号,"118.620193,32.054119",025-58882034,320000,江苏省,25,南京市,320111,浦口区,4818046911,1552,江浦,2023-05-11 11:16:00,"{""rating"": ""5.0"", ""cost"": [], ""ticket_ordering"": ""0""}",风景名胜,风景名胜,纪念馆,,118.620193,32.054119,118.6151730926629,32.05633205696829
4823a6dc-89a6-3e9e-959d-1c3b30d8ad1d,定林山庄,风景名胜;风景名胜相关;旅游景点,110000,中山陵园风景区紫霞湖南面丛林中,"118.842274,32.055391",025-84442880,320000,江苏省,25,南京市,320102,玄武区,4818066711,219,[],2023-04-26 20:05:00,"{""rating"": ""4.0"", ""cost"": [], ""ticket_ordering"": ""0""}",风景名胜,风景名胜相关,旅游景点,,118.842274,32.055391,118.83718281285924,32.057546845571395
5e458444-8858-3693-95d9-2f3958bd9377,钟山风景名胜区-紫金山索道,风景名胜;风景名胜;风景名胜,110200,中山门外石象路7号,"118.823796,32.058107",[],320000,江苏省,25,南京市,320102,玄武区,4818066522,975,[],2023-04-27 03:00:00,"{""rating"": ""4.8"", ""cost"": [], ""ticket_ordering"": ""0""}",风景名胜,风景名胜,风景名胜,,118.823796,32.058107,118.81866566579076,32.06022902083006
