id,name,type,typecode,address,location,tel,pcode,pname,citycode,cityname,adcode,adname,gridcode,distance,business_area,timestamp,biz_ext,行业大类,行业中类,行业小类,Unnamed: 21,X,Y,wgs84_经度,wgs84_纬度
531b36a1-2997-3981-8b5d-f32505f96d46,南京惠好摩托车服务公司,摩托车服务;摩托车维修;摩托车维修,40200,龙蟠中路596号(武定门地铁站3号口步行360米),"118.797767,32.014552",025-84498638,320000,江苏省,25,南京市,320104,秦淮区,4818061322,1820,秦虹,2022-11-23 02:34:00,"{""rating"": ""4.4"", ""cost"": []}",摩托车服务,摩托车维修,摩托车维修,,118.797767,32.014552,118.79258915358167,32.016618703415126
5e4d6303-9466-357f-9524-87ad3c1d3e9d,飞跃摩配,摩托车服务;摩托车服务相关;摩托车服务相关,40000,公园北路12号环岛公寓门面房,"118.629665,32.063370",[],320000,江苏省,25,南京市,320111,浦口区,4818057011,1654,公园北路,2023-05-09 01:32:00,"{""rating"": ""4.3"", ""cost"": []}",摩托车服务,摩托车服务相关,摩托车服务相关,,118.629665,32.06337,118.62463292665949,32.06557487361871
548f2041-5977-35d3-894e-2cc494b7dc5c,光阳摩配(洪武路店),摩托车服务;摩托车维修;摩托车维修,40200,洪武路390号(张府园地铁站2号口步行240米),"118.786135,32.030132",025-84546534,320000,江苏省,25,南京市,320104,秦淮区,4818063212,790,新街口,2023-05-02 04:26:00,"{""rating"": ""4.1"", ""cost"": []}",摩托车服务,摩托车维修,摩托车维修,,118.786135,32.030132,118.78093738814424,32.03218603151788
9731a885-d12f-39cf-b675-3ecf7f30a232,江宁区秣陵镇天马摩托总经销,摩托车服务;摩托车销售;摩托车销售,40100,凤仪街93附近,"118.839665,31.838168",[],320000,江苏省,25,南京市,320115,江宁区,4718660710,659,秣陵,2023-03-14 12:50:00,"{'rating': '3.1', 'cost': []}",摩托车服务,摩托车销售,摩托车销售,,118.839665,31.838168,118.83458820777555,31.8402711953692
5b460c7c-75e4-3050-a928-f9465257ceec,麦莎摩配,摩托车服务;摩托车服务相关;摩托车服务相关,40000,太平南路娃娃桥1号(常府街地铁站1号口步行340米),"118.791019,32.030095",158****4909,320000,江苏省,25,南京市,320104,秦淮区,4818063310,1220,新街口,2023-05-08 11:49:00,"{""rating"": ""4.1"", ""cost"": []}",摩托车服务,摩托车服务相关,摩托车服务相关,,118.791019,32.030095,118.78582860249696,32.03215541713502
5f5e0092-e932-394a-9bd5-066969dfb254,强昕摩配,摩托车服务;摩托车服务相关;摩托车服务相关,40000,雄风路18号,"118.659665,31.918673",025-86726726,320000,江苏省,25,南京市,320114,雨花台区,4718750202,1212,[],2023-05-02 04:26:00,"{""rating"": ""4.3"", ""cost"": []}",摩托车服务,摩托车服务相关,摩托车服务相关,,118.659665,31.918673,118.65459130144522,31.92079693378626
a90cb6fa-2d07-324f-a8e4-6d991c2305f8,有信摩托车电动车,摩托车服务;摩托车维修;摩托车维修,40200,朝天街34号,"118.835246,32.339805",158****2864,320000,江苏省,25,南京市,320116,六合区,4818460622,1616,江北新区,2023-05-09 11:55:00,"{""rating"": ""3.6"", ""cost"": []}",摩托车服务,摩托车维修,摩托车维修,,118.835246,32.339805,118.83011411658713,32.34198578361298
85d001d7-859c-3bde-abf0-73a107c7b26d,云南路摩托车电动车维修,摩托车服务;摩托车维修;摩托车维修,40200,云南路21-4号,"118.774803,32.061851",025-83305194,320000,江苏省,25,南京市,320106,鼓楼区,4818067112,1849,南大,2023-04-01 14:18:00,"{""rating"": ""4.2"", ""cost"": []}",摩托车服务,摩托车维修,摩托车维修,,118.774803,32.061851,118.76958885724216,32.0639000132732
781d3048-8152-3231-8489-a45a93f414dc,志豪摩配,摩托车服务;摩托车维修;摩托车维修,40200,瑞金路街道解放南路111-2号,"118.810542,32.031075",025-84643827;131****1715,320000,江苏省,25,南京市,320104,秦淮区,4818063422,277,大光路,2023-05-02 04:26:00,"{""rating"": ""4.3"", ""cost"": []}",摩托车服务,摩托车维修,摩托车维修,,118.810542,32.031075,118.80538664503896,32.03316668425435
a0135a4b-93f7-3790-bdff-160b01436cfb,志军车行,摩托车服务;摩托车销售;摩托车销售,40100,芜船路与千墩山路交叉口西40米,"119.114120,31.306820",130****4208,320000,江苏省,25,南京市,320118,高淳区,4619706920,515,[],2023-04-11 01:23:00,"{'rating': '3.6', 'cost': []}",摩托车服务,摩托车销售,摩托车销售,,119.11412,31.30682,119.10871742933172,31.308662424429976
9247b7f9-4ec9-3537-b743-aa20f4e5fa1e,金城摩托(东沟中医院东南),摩托车服务;摩托车销售;摩托车销售,40100,东红路(南京市六合区东沟镇农业服务中心东),"118.994235,32.269570",[],320000,江苏省,25,南京市,320116,六合区,4818372911,640,江北新区,2022-11-21 22:18:00,"{""rating"": ""3.5"", ""cost"": []}",摩托车服务,摩托车销售,摩托车销售,,118.994235,32.26957,118.9889844045141,32.27165506733479
c2230c61-10cc-3828-ae7f-35a7eeddb181,金城摩托维修站(叶庄路),摩托车服务;摩托车维修;摩托车维修,40200,划子口东路与兴隆街交叉口东北120米,"118.954052,32.197718",[],320000,江苏省,25,南京市,320116,六合区,4818273620,64,江北新区,2023-04-04 13:43:00,"{""rating"": [], ""cost"": []}",摩托车服务,摩托车维修,摩托车维修,,118.954052,32.197718,118.94894052375204,32.19990405682934
053367a8-b2cf-35b1-88ac-5f4bb0c49e48,二宝摩托车城,摩托车服务;摩托车销售;摩托车销售,40100,珍珠路4号1幢,"119.031325,31.657065",025-57225982,320000,江苏省,25,南京市,320117,溧水区,4719308221,1855,永阳,2023-05-02 09:37:00,"{""rating"": ""4.2"", ""cost"": []}",摩托车服务,摩托车销售,摩托车销售,,119.031325,31.657065,119.02600087190552,31.65893703451897
7f204d84-f19f-3c7e-8de2-43183c5fcc0b,铃木豪爵特许维修店(园林东路),摩托车服务;摩托车维修;摩托车维修,40200,园林东路45-2号,"118.850681,32.349873",025-57125053,320000,江苏省,25,南京市,320116,六合区,4818461820,618,江北新区,2023-04-01 13:54:00,"{""rating"": ""4.0"", ""cost"": []}",摩托车服务,摩托车维修,摩托车维修,,118.850681,32.349873,118.84557937557403,32.35208134644623
