id,name,type,typecode,address,location,tel,pcode,pname,citycode,cityname,adcode,adname,gridcode,distance,business_area,timestamp,biz_ext,行业大类,行业中类,行业小类,Unnamed: 21,X,Y,wgs84_经度,wgs84_纬度
121c4783-5b34-3ec8-8f55-1300e0c29fa9,中国工商银行(竹山路支行),金融保险服务;银行;中国工商银行,160105,东山镇竹山路384号(竹山路地铁站1号口步行360米),"118.845342,31.934854",025-52161370,320000,江苏省,25,南京市,320115,江宁区,4718762701,577,竹山路沿线,2023-05-13 02:47:00,"{""rating"": [], ""cost"": []}",金融保险服务,银行,中国工商银行,,118.845342,31.934854,118.84026794340326,31.936987764313976
f7e599ad-bd97-3b47-b7b3-9e4ead863fde,中国银行(江宁高新区支行),金融保险服务;银行;中国银行,160104,竹山路359号(御景大酒店旁),"118.846090,31.935325",025-52168081,320000,江苏省,25,南京市,320115,江宁区,4718762702,1961,竹山路沿线,2023-05-12 14:06:00,"{""rating"": [], ""cost"": []}",金融保险服务,银行,中国银行,,118.84609,31.935325,118.84101738082458,31.937460188847783
1d0023ec-91f1-3a8d-8559-43e92fd644f7,中国工商银行(天井支行),金融保险服务;银行;中国工商银行,160105,东山镇上元大街647号,"118.851124,31.955991",025-52281047;025-52858633,320000,江苏省,25,南京市,320115,江宁区,4718764820,1869,[],2023-05-13 04:27:00,"{""rating"": [], ""cost"": []}",金融保险服务,银行,中国工商银行,,118.851124,31.955991,118.84605920470776,31.958139549666264
99c443f8-a614-3cfb-a4c2-429d6d22ca9d,华夏银行(中央门支行),金融保险服务;银行;华夏银行,160110,建宁路7号,"118.779579,32.090164",025-86810371;025-86810388,320000,江苏省,25,南京市,320106,鼓楼区,4818160221,821,中央门,2023-05-13 10:17:00,"{""rating"": [], ""cost"": []}",金融保险服务,银行,华夏银行,,118.779579,32.090164,118.77436740566984,32.092223718962366
34cb115e-c5dc-35c7-9804-cec66f15b764,中国建设银行(江东南路支行),金融保险服务;银行;中国建设银行,160106,江东南路63号(集庆门大街地铁站1号口旁),"118.740497,32.028707",025-86413190,320000,江苏省,25,南京市,320105,建邺区,4818053910,887,江东,2023-04-22 06:19:00,"{""rating"": [], ""cost"": []}",金融保险服务,银行,中国建设银行,,118.740497,32.028707,118.73527652255592,32.03073938459531
38aeae96-5e75-3d88-8162-6f127e8b41cd,中国工商银行(狮子桥支行),金融保险服务;银行;中国工商银行,160105,湖南路109-2号,"118.778319,32.068957",025-83428229,320000,江苏省,25,南京市,320106,鼓楼区,4818068200,322,中央路,2023-01-16 14:39:00,"{""rating"": [], ""cost"": []}",金融保险服务,银行,中国工商银行,,118.778319,32.068957,118.77310792122832,32.071010895527806
b14a1b93-5cc8-3d49-b7df-da0c798e21c4,中国工商银行(玄武支行),金融保险服务;银行;中国工商银行,160105,洪武北路139号,"118.789102,32.048545",025-84714398;025-95588,320000,江苏省,25,南京市,320102,玄武区,4818065320,1371,新街口,2023-04-12 10:22:00,"{""rating"": [], ""cost"": []}",金融保险服务,银行,中国工商银行,,118.789102,32.048545,118.7839069812422,32.050606991265184
8dda0dd7-53df-389d-884b-dde5331585ba,中国农业银行(南京汉中西路支行),金融保险服务;银行;中国农业银行,160107,汉中门大街26号(莫愁湖地铁站1号口步行350米),"118.761731,32.040195",025-86525521,320000,江苏省,25,南京市,320106,鼓楼区,4818064022,944,汉中门,2023-05-13 03:13:00,"{""rating"": [], ""cost"": []}",金融保险服务,银行,中国农业银行,,118.761731,32.040195,118.7565093424082,32.042230548034794
3a484faf-dea8-303d-a7a2-854b17125e65,中国工商银行(汉中门支行),金融保险服务;银行;中国工商银行,160105,汉中门大街27号(莫愁湖地铁站1号口步行240米),"118.761154,32.039407",025-52232165;025-86553865;95588,320000,江苏省,25,南京市,320105,建邺区,4818064022,1939,汉中门,2023-04-07 15:11:00,"{""rating"": [], ""cost"": []}",金融保险服务,银行,中国工商银行,,118.761154,32.039407,118.75593215920516,32.04144213076331
019ac2ae-1d9b-377a-8e7e-785979bed677,浦发银行(城西支行),金融保险服务;银行;上海浦东发展银行,160115,汉中路268号(汉中门地铁站1号口步行230米),"118.769927,32.042933",025-86575009;95528,320000,江苏省,25,南京市,320106,鼓楼区,4818065101,1326,汉中门,2023-05-03 11:00:00,"{""rating"": [], ""cost"": []}",金融保险服务,银行,上海浦东发展银行,,118.769927,32.042933,118.76471024107444,32.04497387694691
