id,name,type,typecode,address,location,tel,pcode,pname,citycode,cityname,adcode,adname,gridcode,distance,business_area,timestamp,biz_ext,行业大类,行业中类,行业小类,Unnamed: 21,X,Y,wgs84_经度,wgs84_纬度
24e20eed-8f5e-32cb-bb50-f632c183aab0,八卦洲服务区,道路附属设施;服务区;高速服务区,180300,栖霞区,"118.833922,32.174184",[],320000,江苏省,25,南京市,320113,栖霞区,4818260622,387,江北新区,2023-05-26 09:14:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.833922,32.174184,118.82880257088604,32.17634775639401
914c5841-c014-3f24-ac98-a0bbadcb979e,八卦洲服务区,道路附属设施;服务区;高速服务区,180300,栖霞区,"118.831875,32.173376",[],320000,江苏省,25,南京市,320113,栖霞区,4818261601,338,江北新区,2023-05-27 04:03:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.831875,32.173376,118.82675130266335,32.17553578822675
6150a582-ffdb-3246-8e0f-595012b0fa2d,加油站,道路附属设施;服务区;高速加油站服务区,180301,浦口区,"118.505847,32.040192",[],320000,江苏省,25,南京市,320111,浦口区,4818044021,877,江北新区,2023-05-27 03:31:00,"{'rating': '4.5', 'cost': []}",道路附属设施,服务区,高速加油站服务区,,118.505847,32.040192,118.50063043295842,32.04224658237656
5e657f25-ebbc-3c09-af04-bc77a0d30957,老山服务区,道路附属设施;服务区;高速服务区,180300,浦口区,"118.566724,32.112517",[],320000,江苏省,25,南京市,320111,浦口区,4818143511,1656,江北新区,2023-05-22 08:39:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.566724,32.112517,118.561680821748,32.114731832111964
94e57867-0dc7-3014-8621-7ca8732aa40b,大胜关大桥服务区,道路附属设施;服务区;高速服务区,180300,沪蓉高速,"118.601063,31.987448",[],320000,江苏省,25,南京市,320111,浦口区,4718748810,281,江北新区,2023-05-26 09:33:00,"{'rating': '2.0', 'cost': []}",道路附属设施,服务区,高速服务区,,118.601063,31.987448,118.596059690588,31.98965626426552
1b6e15c0-5220-3e2e-a0df-5d1b18deebb6,翠屏山服务区,道路附属设施;服务区;高速服务区,180300,天元西路168号,"118.796670,31.928885",[],320000,江苏省,25,南京市,320115,江宁区,4718761312,377,开发区,2023-05-26 03:32:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.79667,31.928885,118.79149813196652,31.930930352989904
34c040e2-feb5-3b9e-a214-4c008518dbfb,加油站(建设中),道路附属设施;服务区;高速服务区,180300,浦口区,"118.457098,32.067097",[],320000,江苏省,25,南京市,320111,浦口区,4818038601,1856,江北新区,2023-05-09 09:49:00,"{'rating': '4.1', 'cost': []}",道路附属设施,服务区,高速服务区,,118.457098,32.067097,118.45170847308576,32.0690216839855
13526ca0-a14c-3343-82ce-0151233d63ef,江宁服务区,道路附属设施;服务区;高速服务区,180300,江宁区,"118.919319,31.916855",[],320000,江苏省,25,南京市,320115,江宁区,4718770301,244,[],2023-05-25 21:39:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.919319,31.916855,118.91429918540628,31.919035763465512
f66486dd-5d6e-3a23-8b76-c8dbfa0548ca,江宁服务区,道路附属设施;服务区;高速服务区,180300,科学园格致路宁杭高速,"118.920617,31.917824",[],320000,江苏省,25,南京市,320115,江宁区,4718770301,87,[],2023-05-25 10:05:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.920617,31.917824,118.91559571702554,31.920003916178818
7815adfb-d8c8-3036-871b-df1c805692ee,铁心桥加油站,道路附属设施;服务区;高速服务区,180300,沪蓉高速,"118.745866,31.966952",[],320000,江苏省,25,南京市,320114,雨花台区,4718756902,58,[],2023-05-25 14:13:00,"{'rating': '4.7', 'cost': []}",道路附属设施,服务区,高速服务区,,118.745866,31.966952,118.7406493352271,31.968968685064787
17108d9a-4ca9-3fdc-9d76-6b2210a9822f,清修服务区(建设中),道路附属设施;服务区;高速服务区,180300,江宁区,"118.594198,31.818329",[],320000,江苏省,25,南京市,320115,江宁区,4718548701,234,[],2023-04-06 13:28:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.594198,31.818329,118.5892091605617,31.82050118575873
94ed1c30-27e6-3cee-baca-11ee542af5ce,加油站,道路附属设施;服务区;高速加油站服务区,180301,宁宣高速北服务区,"118.921047,31.743683",[],320000,江苏省,25,南京市,320117,溧水区,4718479302,165,[],2023-05-17 07:08:00,"{'rating': '4.7', 'cost': '7.00'}",道路附属设施,服务区,高速加油站服务区,,118.921047,31.743683,118.91604089383836,31.74583118130754
f0966654-95f7-3df5-89d1-1210d4a06865,溧水东庐山服务区,道路附属设施;服务区;高速服务区,180300,溧水区,"119.148783,31.611531",[],320000,江苏省,25,南京市,320117,溧水区,4719313112,348,[],2023-05-22 14:00:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,119.148783,31.611531,119.14340067884828,31.6133546987599
7b6b7ec4-6570-3621-88cc-3da1797a152f,溧水东庐山服务区,道路附属设施;服务区;高速服务区,180300,溧水区,"119.150062,31.612793",[],320000,江苏省,25,南京市,320117,溧水区,4719313210,334,[],2023-05-27 04:52:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,119.150062,31.612793,119.14468206320336,31.614618837692216
e0b1fa20-63fa-3c42-88ab-a06a88eb512d,六合服务区,道路附属设施;服务区;高速服务区,180300,六合区,"118.735089,32.477489",[],320000,江苏省,25,南京市,320116,六合区,4818557802,99,江北新区,2023-05-27 03:44:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.735089,32.477489,118.72982984759082,32.479556056945604
f3bc4633-2b83-31a1-af3c-fdbe5dc3fe6c,龙池服务区,道路附属设施;服务区;高速服务区,180300,六合区,"118.818790,32.303866",[],320000,江苏省,25,南京市,320116,六合区,4818366511,389,江北新区,2023-05-25 09:36:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.81879,32.303866,118.81362643937224,32.30601515644456
5538d657-e907-3898-af12-b8419bc069ae,清修服务区(建设中),道路附属设施;服务区;高速服务区,180300,江宁区,"118.595367,31.817481",[],320000,江苏省,25,南京市,320115,江宁区,4718548701,375,[],2023-04-11 14:16:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.595367,31.817481,118.59037852588082,31.819653181483176
ead1334d-464c-3a8d-8348-a3fade3bb8f3,六合服务区,道路附属设施;服务区;高速服务区,180300,六合区,"118.736965,32.477584",[],320000,江苏省,25,南京市,320116,六合区,4818557802,224,江北新区,2023-05-25 09:28:00,"{'rating': [], 'cost': []}",道路附属设施,服务区,高速服务区,,118.736965,32.477584,118.73170459546743,32.47965002758154
