id,name,type,typecode,address,location,tel,pcode,pname,citycode,cityname,adcode,adname,gridcode,distance,business_area,timestamp,biz_ext,行业大类,行业中类,行业小类,Unnamed: 21,X,Y,wgs84_经度,wgs84_纬度
be796587-bd42-3776-89aa-19f389932fbe,报刊亭,公共设施;报刊亭;报刊亭,200100,锁金东路与锁金北路交叉口东南20米,"118.817915,32.074294",[],320000,江苏省,25,南京市,320102,玄武区,4818068521,1650,板仓村,2022-09-07 01:38:00,"{""rating"": [], ""cost"": []}",公共设施,报刊亭,报刊亭,,118.817915,32.074294,118.81277077566044,32.07640860509086
d0fbd34a-8fcc-38ac-a022-fb2cf053f229,公共厕所,公共设施;公共厕所;公共厕所,200300,正兰浴室(中平巷),"118.835720,31.956775",[],320000,江苏省,25,南京市,320115,江宁区,4718764622,839,[],2022-11-22 21:25:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.83572,31.956775,118.83062423399156,31.95889624855945
f97473a7-3738-3b79-96b2-bb246a804537,公共厕所,公共设施;公共厕所;公共厕所,200300,金箔路与上元路交叉口西北140米,"118.856884,31.951386",[],320000,江苏省,25,南京市,320115,江宁区,4718764801,1794,竹山路沿线,2022-08-15 22:05:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.856884,31.951386,118.85183005087502,31.95354282993252
9dc007b6-3bee-3bee-ae1f-558185ac109b,公共厕所,公共设施;公共厕所;公共厕所,200300,金燕路与象山路交叉口南80米,"118.761897,32.103989",[],320000,江苏省,25,南京市,320106,鼓楼区,4818162012,1828,幕府西路,2023-05-06 11:30:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.761897,32.103989,118.75666951010083,32.10603838956507
b7db6e0e-d3a6-35ae-95e6-dcfc02064aea,公共厕所,公共设施;公共厕所;公共厕所,200300,清江路28附近,"118.730205,32.041098",[],320000,江苏省,25,南京市,320106,鼓楼区,4818054821,709,江东,2022-09-05 19:36:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.730205,32.041098,118.72499044110748,32.04313898712577
29b791f1-79f5-3440-9fb5-2f69e18dfe5d,公共厕所,公共设施;公共厕所;公共厕所,200300,虎踞北路32号,"118.756354,32.066689",[],320000,江苏省,25,南京市,320106,鼓楼区,4818068001,1003,虎踞北路,2023-03-01 07:14:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.756354,32.066689,118.75112805916297,32.068728680874706
51ddb291-c6c1-31f1-a2a3-a303e77be3a5,报刊亭,公共设施;报刊亭;报刊亭,200100,花园路与玄武大道辅路交叉口东南60米,"118.820834,32.084521",[],320000,江苏省,25,南京市,320102,玄武区,4818160502,253,[],2022-06-29 22:12:00,"{""rating"": [], ""cost"": []}",公共设施,报刊亭,报刊亭,,118.820834,32.084521,118.81569496827476,32.086643202441984
5c9ce230-a066-335f-b994-0d0b6b7982ff,公共厕所,公共设施;公共厕所;公共厕所,200300,和燕路274-18附近,"118.807255,32.091861",[],320000,江苏省,25,南京市,320102,玄武区,4818161401,926,红山,2022-09-13 21:29:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.807255,32.091861,118.80208756971348,32.093960290253605
1b7a9614-fafc-366d-b20c-13aa4cf0097c,中国邮政报刊亭,公共设施;报刊亭;报刊亭,200100,秦虹路与乔虹巷交叉口南20米,"118.806319,32.013667",[],320000,江苏省,25,南京市,320104,秦淮区,4818061411,1557,秦虹,2022-10-27 09:52:00,"{""rating"": [], ""cost"": []}",公共设施,报刊亭,报刊亭,,118.806319,32.013667,118.80115694850534,32.01574738250777
7100c22f-ba93-3a4c-9c41-0006d0b9c5e8,大胜关大桥服务区公共厕所,公共设施;公共厕所;公共厕所,200300,江浦街道西江路南京三桥服务区,"118.608995,31.985160",[],320000,江苏省,25,南京市,320111,浦口区,4718748802,481,江北新区,2022-11-18 05:13:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.608995,31.98516,118.6039896507951,31.98736520297193
a14ed2c6-6c19-340e-89df-ffea391bf79a,大胜关大桥服务区公共厕所,公共设施;公共厕所;公共厕所,200300,南京绕城高速公路南京三桥服务区,"118.600645,31.987432",[],320000,江苏省,25,南京市,320111,浦口区,4718748810,1309,江北新区,2023-03-27 04:50:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.600645,31.987432,118.59564172154384,31.989640319807407
9beda3a6-84cc-3d12-914f-0339b47fb707,八卦洲服务区公共厕所,公共设施;公共厕所;公共厕所,200300,G36宁洛高速东50米八卦洲服务区警务室附近,"118.833314,32.174623",[],320000,江苏省,25,南京市,320113,栖霞区,4818260621,178,江北新区,2023-03-06 00:17:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.833314,32.174623,118.82819324295824,32.17678568935753
19f4dfa8-32e0-33ee-816f-34bb9ec5ac0e,公共厕所,公共设施;公共厕所;公共厕所,200300,南京天后化纤厂西侧210米,"118.667538,31.959130",[],320000,江苏省,25,南京市,320114,雨花台区,4718755301,936,[],2023-04-05 14:37:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.667538,31.95913,118.6624434935314,31.961248261103016
724e604b-1bfd-338f-b996-9499856adab2,公共厕所,公共设施;公共厕所;公共厕所,200300,成元路金宝天印山农副产品批发大市场,"118.859383,31.941921",[],320000,江苏省,25,南京市,320115,江宁区,4718763802,787,竹山路沿线,2022-11-22 21:26:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.859383,31.941921,118.85433417092544,31.944079500932432
851fd6a0-00b2-36bb-a1c6-bdf750cd8350,公共厕所,公共设施;公共厕所;公共厕所,200300,东沟巷南京市江宁区图书馆,"118.843746,31.955403",[],320000,江苏省,25,南京市,320115,江宁区,4718764711,1747,[],2023-05-04 13:11:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.843746,31.955403,118.83866688969168,31.957538610385605
8c72bcf0-6feb-3c6c-b796-e132cbae3eaa,公共厕所,公共设施;公共厕所;公共厕所,200300,上元路与上元大街交叉口东南220米,"118.854876,31.954857",[],320000,江苏省,25,南京市,320115,江宁区,4718764811,1405,竹山路沿线,2022-11-26 11:18:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.854876,31.954857,118.84981819141046,31.95701144678021
82e8a826-5d0d-32ef-a4c7-5f2aab71c369,公共厕所,公共设施;公共厕所;公共厕所,200300,长塘巷玉靖花园,"118.855768,31.960249",[],320000,江苏省,25,南京市,320115,江宁区,4718765801,803,[],2023-03-11 13:01:00,"{""rating"": [], ""cost"": []}",公共设施,公共厕所,公共厕所,,118.855768,31.960249,118.85071129032455,31.962406107592543
