id,name,type,typecode,address,tel,pcode,pname,citycode,cityname,adcode,adname,bigType,midType,smallType,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84
B073D00ICW,埃索加油站(石排湾马路),汽车服务;加油站;埃索,010111,石排湾马路,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,汽车服务,加油站,埃索,113.559523,22.121583,113.55445136192805,22.124515787427825
B0K6SS1BAV,南光加油站,汽车服务;加油站;加油站,010100,莲花海滨大马路E1010铺,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,汽车服务,加油站,加油站,113.557284,22.141907,113.55220568586186,22.144843631257675
B073D00IIJ,南光加油站,汽车服务;加油站;加油站,010100,嘉乐庇总督马路与路凼连贯公路圆形地交叉口北40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,汽车服务,加油站,加油站,113.569093,22.1488,113.56404032432698,22.15175988556452
B073D0M6EX,中国石化加油站(孙逸仙博士大马路),汽车服务;加油站;中国石化,010101,孙逸仙博士大马路26A及26B地段,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,汽车服务,加油站,中国石化,113.564777,22.154691,113.55971509225613,22.15764630267041
B073D0M45B,富利来汽车美容,汽车服务;汽车养护/装饰;汽车养护,010400,牧场街与工厂街交叉口东60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车服务,汽车养护/装饰,汽车养护,113.552172,22.212112,113.54707619286988,22.215063762573067
B0ID712O5J,宋玉生广场停车场充电站,汽车服务;充电站;充电站,011100,澳门宋玉生公园下面,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,充电站,充电站,113.555841,22.185834,113.55075631119936,22.188784314437243
B0ID712FTS,伦敦街充电站,汽车服务;充电站;充电站,011100,伦敦街,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,充电站,充电站,113.558377,22.18592,113.55329853187207,22.18887536158372
B073D00BMG,埃索加油站(联国学校幼稚园东),汽车服务;加油站;埃索,010111,友谊大马路427号,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,加油站,埃索,113.552821,22.187545,113.54772846963093,22.190489646223245
B0FFIQT57A,加德士加油站,汽车服务;加油站;加德士,010105,嘉模堂区史伯泰海军将军马路,00853-28837113,820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,汽车服务,加油站,加德士,113.557564,22.159562,113.5524852443852,22.16250602665586
B0KRRUYJGM,蔚来能源超级充电站(澳门科学馆),汽车服务;充电站;充电站,011100,澳门半岛孙逸仙大马路渔人码头南侧,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,充电站,充电站,113.562675,22.184326,113.55760660469652,22.187288729112616
B0FFGK3423,汽车充电站(佛山街),汽车服务;充电站;充电站,011100,佛山街56号,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,充电站,充电站,113.550959,22.187439,113.5458615430222,22.190379574915195
B0ID711942,艺园停车场充电站,汽车服务;充电站;充电站,011100,澳门艺园下面,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,充电站,充电站,113.553887,22.18752,113.54879723918754,22.190466891750862
B0ID713FU6,柏涛停车场充电站,汽车服务;充电站;充电站,011100,澳门佛山街财神酒店,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,充电站,充电站,113.551115,22.187513,113.5460179563522,22.190453943888137
B0ID7127YE,氹仔海洋大马路充电站,汽车服务;充电站;充电站,011100,海洋大马路,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,汽车服务,充电站,充电站,113.546718,22.159805,113.54161062585123,22.162725747080383
B0ID711943,澳门柏林街充电站,汽车服务;充电站;充电站,011100,柏林街,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,充电站,充电站,113.556181,22.188036,113.55109701969876,22.19098778907244
B073D00BFL,壳牌加油站(碧涛花园),汽车服务;加油站;壳牌,010103,友谊大马路850号碧涛花园,00853-28701682,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,加油站,壳牌,113.556142,22.188485,113.55105789385284,22.19143687075229
B0ID71281K,柏佳停车场充电站,汽车服务;充电站;充电站,011100,澳门友谊广场下面,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,充电站,充电站,113.546729,22.187682,113.54161987251597,22.190613064413835
B0KKGGAZCU,瀛海汽车租赁服务有限公司,汽车服务;汽车租赁;汽车租赁,010900,"北京街126号,Edificio Comercial I Tak,23楼E室",00853-28752688,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,汽车租赁,汽车租赁,113.552819,22.188685,113.54772639153008,22.191630048846744
B0I1G71S10,人气车荟,汽车服务;汽车服务相关;汽车服务相关,010000,海洋花园大马路522-526号海洋广场3楼J3铺,00853-65215900,820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,汽车服务,汽车服务相关,汽车服务相关,113.54911,22.157989,113.54400940682464,22.16091455515563
B0ID712FSC,何贤公园停车场充电站,汽车服务;充电站;充电站,011100,澳门何贤公园下面,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车服务,充电站,充电站,113.554476,22.18917,113.54938764521548,22.19211870862189
B0KUK6W527,Tesla Approved Body Shop合盈特斯拉授权钣喷中心,汽车服务;汽车服务相关;汽车服务相关,010000,工业园南街与工业园大马路交叉口东北60米,00853-28578038,820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车服务,汽车服务相关,汽车服务相关,113.540195,22.206022,113.53506556454634,22.208943543896424
B0KB699E2X,车海洋智能自助洗车(青洲河边马路店),汽车服务;洗车场;洗车场,010500,圣若瑟大学附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车服务,洗车场,洗车场,113.544292,22.207616,113.53917461190947,22.210548218834813
B0ID71283O,青涛大厦停车场充电站,汽车服务;充电站;充电站,011100,青涛大厦,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车服务,充电站,充电站,113.545732,22.207926,113.54061874135532,22.21086176728496
B0J2FC5IDC,中国石化加油站,汽车服务;加油站;中国石化,010101,沙梨头北街与青洲大马路交叉口南60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车服务,加油站,中国石化,113.546338,22.207149,113.54122651765496,22.21008593355109
B0FFI7GVKK,东溢汽车音响,汽车服务;汽车配件销售;汽车配件销售,010800,青洲河边马路与青洲里交叉口东20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车服务,汽车配件销售,汽车配件销售,113.543571,22.206787,113.53845156330183,22.20971718958708
B0K1JZ7JFE,亚比利车行,汽车服务;汽车服务相关;汽车服务相关,010000,澳门青洲河边马路福德新村荣德楼234号铺,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车服务,汽车服务相关,汽车服务相关,113.543097,22.206871,113.5379761675091,22.20980006071653
