id,name,type,typecode,address,tel,pcode,pname,citycode,cityname,adcode,adname,bigType,midType,smallType,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84
BV10893525,路环市区(公交站),交通设施服务;公交车站;公交车站相关,150700,25路;26路;50路;N3路,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,交通设施服务,公交车站,公交车站相关,113.556816,22.115164,113.5517382396334,22.118088903433968
B0KGOMKSTR,路环码头,交通设施服务;港口码头;港口码头,150300,屠场前地21西北方向160米,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,交通设施服务,港口码头,港口码头,113.554892,22.116138,113.5498093639508,22.11905941005935
BV09255206,石排湾(地铁站),交通设施服务;地铁站;地铁站,150500,石排湾线,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,交通设施服务,地铁站,地铁站,113.566708,22.128488,113.5616518194827,22.13143613032761
B0FFG83WQT,停车场,交通设施服务;停车场;路边停车场,150906,何贤绅士大马路与白朗古将军大马路交叉口东北100米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,交通设施服务,停车场,路边停车场,113.550125,22.212807,113.54502366987931,22.2157545087452
BV09255200,ES1(地铁站),交通设施服务;地铁站;地铁站,150500,(在建)东线,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,交通设施服务,地铁站,地铁站,113.556096,22.212442,113.55101024865668,22.2154020614221
BV09358258,关闸(毗邻拱北口岸)(公交站),交通设施服务;公交车站;公交车站相关,150700,星际酒店穿梭巴士;澳门银河穿梭巴士,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,交通设施服务,公交车站,公交车站相关,113.555524,22.212413,113.55043681736426,22.21537189270905
BV09166650,关闸(公交站),交通设施服务;公交车站;公交车站相关,150700,奥博穿梭巴士;新濠天地穿梭巴士;新濠影汇穿梭巴士;新濠锋穿梭巴士;永利澳门穿梭巴士;永利皇宫穿梭巴士;澳娱综合穿梭巴士;澳门东望洋酒店穿梭巴士;澳门十六浦穿梭巴士;澳门巴黎人穿梭巴士;澳门渔人码头穿梭巴士;澳门维景酒店穿梭巴士;澳门罗斯福酒店穿梭巴士;澳门美高梅穿梭巴士;财神酒店穿梭巴士,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,交通设施服务,公交车站,公交车站相关,113.555474,22.212916,113.55038665934474,22.215874959052098
B073D0M3FY,澳门关闸口岸,交通设施服务;过境口岸;过境口岸,151000,港珠澳大桥珠海连接线南100米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,交通设施服务,过境口岸,过境口岸,113.554342,22.213467,113.5492517493813,22.2164238121218
B0FFK7XJ1X,御景湾第一座停车场,交通设施服务;停车场;停车场相关,150900,花地玛堂区半岛,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,交通设施服务,停车场,停车场相关,113.556028,22.212441,113.55094207899776,22.21540092393302
B0FFLOMOT8,关闸广场东侧巴士停车场,交通设施服务;停车场;专用停车场,150905,花地玛堂区Unnamed Road,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,交通设施服务,停车场,专用停车场,113.555278,22.213,113.55019015967405,22.21595858686463
BV09358208,关闸旅游巴士站(公交站),交通设施服务;公交车站;公交车站相关,150700,澳门威尼斯人穿梭巴士;澳门巴黎人穿梭巴士;澳门金沙穿梭巴士,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,交通设施服务,公交车站,公交车站相关,113.555524,22.212413,113.55043681736426,22.21537189270905
BV11674664,关闸东侧上落客区(公交站),交通设施服务;公交车站;公交车站相关,150700,17S路;25AX路;30X路;3AX路;51X路;AP1X路,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,交通设施服务,公交车站,公交车站相关,113.554687,22.213062,113.5495976564958,22.21601939221968
BV10454423,关闸总站(公交站),交通设施服务;公交车站;公交车站相关,150700,61路,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,交通设施服务,公交车站,公交车站相关,113.554416,22.212359,113.54932600962375,22.21531559561128
BV09168867,澳门美高梅(公交站),交通设施服务;公交车站;公交车站相关,150700,澳门美高梅穿梭巴士;澳门美高梅穿梭巴士(不经澳门旅游塔),[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,交通设施服务,公交车站,公交车站相关,113.553434,22.182396,113.54834339544404,22.1853400956164
B0JR7YDDYU,澳门美高梅金殿地下停车场,交通设施服务;停车场;公共停车场,150904,孙逸仙大马路与城市日大马路交叉口西40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,交通设施服务,停车场,公共停车场,113.553908,22.182655,113.5488186041268,22.18560018644589
BV10454545,澳门旅游塔(公交站),交通设施服务;公交车站;公交车站相关,150700,18B路;18路;23路;26路;32路;60路;65路;9A路;澳娱综合穿梭巴士;澳门美高梅穿梭巴士,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,交通设施服务,公交车站,公交车站相关,113.542756,22.177512,113.5376360461454,22.18042985387653
BV10455855,立法会前地(公交站),交通设施服务;公交车站;公交车站相关,150700,23路;32路;9A路,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,交通设施服务,公交车站,公交车站相关,113.544427,22.180097,113.53931176785964,22.183019864878272
BV09168869,永利澳门(公交站),交通设施服务;公交车站;公交车站相关,150700,永利澳门穿梭巴士;永利皇宫穿梭巴士,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,交通设施服务,公交车站,公交车站相关,113.552175,22.184075,113.54708099394458,22.187017014983752
