id,name,type,typecode,address,tel,pcode,pname,citycode,cityname,adcode,adname,bigType,midType,smallType,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84
B0FFF4VX7E,法拉利,汽车销售;汽车销售;汽车销售,020000,外港填海区仙德丽街永利澳门酒店1楼,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车销售,汽车销售,汽车销售,113.550835,22.185026,113.5457373644287,22.187965436820825
B0L6NS2559,DENZA 旗舰店,汽车销售;汽车销售;汽车销售,020000,孙逸仙大马路1601号双钻地下I座,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车销售,汽车销售,汽车销售,113.557759,22.184294,113.55267914134129,22.18724757671921
B0LGT7ZP6P,Daiso,汽车销售;汽车销售;汽车销售,020000,宋玉生广场与伦敦街交叉口北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车销售,汽车销售,汽车销售,113.556591,22.18544,113.5515082035,22.18839168143187
B0KUR1RH00,Totally Macao Ltd,汽车销售;汽车销售;汽车销售,020000,"Tong Nam Ah Central Comercio,Macao",00853-28755889,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车销售,汽车销售,汽车销售,113.556633,22.185651,113.55155029395377,22.18860284107693
B0KU59R1ZO,Birkdale International,汽车销售;汽车销售;汽车销售,020000,"No.180 Alameda DrCarlos dAssumpcao,Macao",00853-28783139,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车销售,汽车销售,汽车销售,113.556634,22.185654,113.5515512962358,22.188605844150032
B0J256K6VN,翔盛,汽车销售;汽车销售;汽车销售,020000,"Macao,伦斯泰特大马路334号获多利商业中心地下及1楼AP",00853-65588829,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车销售,汽车销售,汽车销售,113.554316,22.186305,113.549227418948,22.18925235266691
B0KDY1Z1RD,Marcus Technology(Macau)Company Limited,汽车销售;汽车销售;汽车销售,020000,"19楼C座,财神商业中心,Aia Tower,AvComercial de Macau,Macao",00853-82946958,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,汽车销售,汽车销售,汽车销售,113.544934,22.187405,113.53981976551523,22.190331718673743
B0FFLN03LT,德堡车行,汽车销售;汽车销售;汽车销售,020000,学校巷与和平斜巷交叉口西南80米,[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,汽车销售,汽车销售,汽车销售,113.541505,22.185307,113.53638083238914,22.18822458290412
B0I6474BA6,劳斯莱斯汽车(澳门),汽车销售;汽车销售;汽车销售,020000,澳门青州工业园大马路250号地下,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车销售,汽车销售,汽车销售,113.539809,22.205997,113.53467839639713,22.20891755614876
B0J2K10C3R,澳门锦龙红旗汽车有限公司,汽车销售;汽车销售;汽车销售,020000,工业园南街与工业园大马路交叉口东北40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车销售,汽车销售,汽车销售,113.540016,22.205988,113.5348860247972,22.20890907872102
B0I62HGRE3,Volkswagen澳门售后服务中心,汽车销售;大众特约销售;进口大众销售|汽车维修;大众特约维修;进口大众维修,020104|030204,青洲工业园南街励澳综合大楼地下209号,00853-28520271;00853-28757795,820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车销售,大众特约销售,进口大众销售|汽车维修,113.540244,22.206244,113.53511469848095,22.20916574352486
B0FFKK48N1,励澳综合大楼励澳综合汽车,汽车销售;汽车销售;汽车销售,020000,工业园南街与工业园大马路交叉口东北80米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车销售,汽车销售,汽车销售,113.540161,22.206288,113.53503144459287,22.20920954840351
B0K23C0RC5,名古屋自动车贸易,汽车销售;汽车销售;汽车销售,020000,工业园新街与工业园北街交叉口东南80米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车销售,汽车销售,汽车销售,113.541164,22.20689,113.53603742678033,22.20981427933224
B0K3MZPYT1,东华,汽车销售;汽车销售;汽车销售,020000,"和乐街62号,Edificio Industrial Wan Tak",[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车销售,汽车销售,汽车销售,113.548999,22.206894,113.54389497266644,22.20983698707228
B073D0M36V,车世代汽车有限公司,汽车销售;汽车销售;汽车销售,020000,菜园涌巷与牧场巷交叉口西40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车销售,汽车销售,汽车销售,113.550187,22.21144,113.54508592550656,22.214387188836195
B0J2KL4LJE,匠人汽车有限公司台山店,汽车销售;汽车销售;汽车销售,020000,菜园涌北街与菜园涌巷交叉口东南20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,汽车销售,汽车销售,汽车销售,113.550595,22.210909,113.54549506233803,22.213856915272185
B0JK1CIIYJ,王道国际汽车澳门有限公司,汽车销售;汽车销售;汽车销售,020000,爹利仙拿姑娘街与美副将大马路交叉口西南60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,汽车销售,汽车销售,汽车销售,113.552309,22.202603,113.54721416256004,22.205551829962413
B0KRKLF88P,START ONE RACING,汽车销售;汽车销售;汽车销售,020000,"MacaoRda Gruta,46号,EdfJardim De Kam Ma Garden,地下F座",00853-68865946,820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,汽车销售,汽车销售,汽车销售,113.544066,22.197351,113.53894861317865,22.20027914182332
B0JGHNO5M4,轻型汽车,汽车销售;汽车销售;汽车销售,020000,快艇头街与大码头街交叉口东北60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,汽车销售,汽车销售,汽车销售,113.544377,22.195017,113.53926066657684,22.197945076713506
B0JK1CHO77,奔驰车行,汽车销售;汽车销售;汽车销售,020000,青草街与大缆巷交叉口东北20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,汽车销售,汽车销售,汽车销售,113.546992,22.198757,113.54188290528346,22.20169258075555
B0K1VRL9DF,MaiLon Store,汽车销售;汽车销售;汽车销售,020000,"Edificio Wan Tong,Rda Erva,Macao",00853-62265000,820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,汽车销售,汽车销售,汽车销售,113.54753,22.19707,113.54242252453857,22.20000624196994
