id,name,type,typecode,address,tel,pcode,pname,citycode,cityname,adcode,adname,bigType,midType,smallType,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84
B0HGVLQJZJ,水晶金殿(澳门伦敦人购物中心),风景名胜;风景名胜相关;旅游景点|体育休闲服务;体育休闲服务场所;体育休闲服务场所,110000|080000,路氹连贯公路澳门伦敦人1楼大堂,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,风景名胜,风景名胜相关,旅游景点|体育休闲服务,113.569878,22.14379,113.56482716680216,22.14674909074785
B0HGVLQJZJ,水晶金殿(澳门伦敦人购物中心),风景名胜;风景名胜相关;旅游景点|体育休闲服务;体育休闲服务场所;体育休闲服务场所,110000|080000,路氹连贯公路澳门伦敦人1楼大堂,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,风景名胜,风景名胜相关,旅游景点|体育休闲服务,113.569878,22.14379,113.56482716680216,22.14674909074785
B073D00AGY,纪念孙中山市政公园,风景名胜;公园广场;公园,110101,何贤绅士大马路,00853-28337676,820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,风景名胜,公园广场,公园,113.550056,22.213099,113.54495446394822,22.21604645260988
B073D00CRJ,纪念孙中山市政公园-永远的握手,风景名胜;风景名胜相关;旅游景点,110000,何贤绅士大马路与白朗古将军大马路交叉口北80米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,风景名胜,风景名胜相关,旅游景点,113.548776,22.212577,113.54367099434928,22.215521397741828
B0FFI7DW9C,澳门关闸广场,风景名胜;公园广场;城市广场,110105,华大新村第三街与华大街交叉口东北180米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,风景名胜,公园广场,城市广场,113.554141,22.212629,113.54905028752862,22.21558511343812
B0K2791U7K,Portas do Cerco(Fronteira RAEM-RPC),风景名胜;风景名胜;风景名胜,110200,"Border Gate,Portas do Cerco,澳门",[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,风景名胜,风景名胜,风景名胜,113.554163,22.213015,113.54907231933252,22.21597128837712
B0FFGLRRYA,美高梅天幕广场,风景名胜;公园广场;城市广场,110105,城市日大马路与柏嘉街交叉口西南120米,00853-88028888,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,公园广场,城市广场,113.552984,22.182943,113.54789218967572,22.18588633943285
B0L6FST4IA,沙格斯大马路(澳门文华东方酒店侧),风景名胜;风景名胜相关;旅游景点,110000,城市日前地与波尔图街交叉口南180米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜相关,旅游景点,113.551708,22.181985,113.54661289109303,22.18492524893288
B0FFHWQXYR,小潭山观景台,风景名胜;风景名胜;观景点,110209,澳门特别行政区嘉模堂区海洋花园大马路,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,风景名胜,风景名胜,观景点,113.553569,22.160869,113.54848012007348,22.16380539444728
B073D00CKB,西湾湖广场,风景名胜;公园广场;城市广场|地名地址信息;交通地名;环岛名,110105|190303,半岛民国大马路,00853-28337676,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,公园广场,城市广场|地名地址信息,113.542841,22.178091,113.53772125968072,22.18100927460712
B073D00F7U,宋玉生公园,风景名胜;公园广场;公园,110101,宋玉生广场,00853-28337676,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,公园广场,公园,113.555947,22.185759,113.55086258117971,22.18870950197224
B073D00HLO,澳门旅游塔,风景名胜;风景名胜;观景点,110209,西湾湖广场59,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜,观景点,113.54158,22.176748,113.53645660531294,22.17966266223768
B0FFJZ6M2C,澳门永利音乐喷泉,风景名胜;风景名胜相关;旅游景点,110000,仙德丽街永利澳门酒店,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜相关,旅游景点,113.550521,22.18554,113.5454224861216,22.18847892828066
B0FFHSH3HW,吉祥树,风景名胜;风景名胜相关;旅游景点,110000,外港填海区仙德丽街永利澳门酒店,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜相关,旅游景点,113.552353,22.186291,113.54725932152006,22.18923419489349
B0ID7O4MJX,观音像海滨休憩区,风景名胜;公园广场;公园,110101,孙逸仙大马路与冼星海大马路交叉口西南80米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,公园广场,公园,113.559274,22.184358,113.55419777370108,22.187314516277223
B0G3US0EPU,澳门旅游塔户外广场,风景名胜;公园广场;城市广场,110105,西湾湖广场南50米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,公园广场,城市广场,113.541703,22.176705,113.5365799749793,22.17961995286745
B073D00ITM,西湾大桥,风景名胜;风景名胜;风景名胜,110200,东亚运大马路辅路与海洋大马路交叉口北220米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜,风景名胜,113.54433,22.163177,113.53921557032666,22.166093353698106
B0FFI7HRWT,大礼堂,风景名胜;风景名胜相关;旅游景点,110000,西湾湖景大马路与西湾湖广场交叉口西南100米,00853-28933339,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜相关,旅游景点,113.541984,22.176849,113.5368618023104,22.17976470404275
B0K3DZVY6C,Praca Do Lago Sai Van,风景名胜;公园广场;城市广场,110105,西湾湖广场与何鸿燊博士大马路交叉口东南60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,公园广场,城市广场,113.542828,22.178145,113.53770821789796,22.181063262413257
B0K3MZLQ8K,Macau Horizon,风景名胜;风景名胜;观景点,110209,氹仔东北马路Island Park(bloco 10),[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,风景名胜,风景名胜,观景点,113.561641,22.16304,113.5565716304917,22.1659930245678
B0L6FST4I9,湖滨路(YOHO金银岛名胜世界酒店侧),风景名胜;风景名胜相关;旅游景点,110000,澳门商业大马路与苏亚利斯博士大马路交叉口南280米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜相关,旅游景点,113.547967,22.183782,113.542861595733,22.186714533865352
B073D00ITL,友谊大桥,风景名胜;风景名胜;风景名胜,110200,友谊大桥附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜,风景名胜,113.568462,22.176193,113.56340633797578,22.17916229623781
B0FFF35SRL,南湾湖广场,风景名胜;风景名胜;风景名胜,110200,澳门商业大马路与苏亚利斯博士大马路交叉口南260米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜,风景名胜,113.54597,22.184046,113.54085895105808,22.18697397602057
B0FFHRD7YD,富贵龙,风景名胜;风景名胜相关;旅游景点,110000,外港填海区仙德丽街永利澳门酒店,00853-28889666,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜相关,旅游景点,113.552311,22.18619,113.547217217361,22.1891330683415
B073D0MOS6,艺园,风景名胜;风景名胜相关;旅游景点,110000,友谊大马路与上海街交叉口东南20米,00853-28399317,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜相关,旅游景点,113.553681,22.187523,113.54859070734774,22.190469460303856
B0L6FSVH62,澳门科学馆海堤,风景名胜;风景名胜相关;旅游景点,110000,孙逸仙大马路与冼星海大马路交叉口东南280米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜相关,旅游景点,113.562064,22.183765,113.5569942686265,22.1867264421066
B0K3J56UWD,心心树,风景名胜;风景名胜;风景名胜,110200,孙逸仙大马路与冼星海大马路交叉口东南300米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜,风景名胜,113.562127,22.183455,113.55705743054148,22.186416442776927
B0K279UE6E,澳门科学馆圆形地,风景名胜;风景名胜;国家级景点,110202,澳门Basement of Macao Science Center,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,风景名胜,风景名胜,国家级景点,113.561253,22.185044,113.55618134260078,22.18800444010846
B0L6ARR3JS,北峰亭,风景名胜;风景名胜;国家级景点,110202,七潭公路与卢廉若马路交叉口西北140米,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,风景名胜,风景名胜,国家级景点,113.555759,22.159711,113.55067577307209,22.162651482839703
B0K2AAR603,妈阁塘,风景名胜;风景名胜相关;旅游景点,110000,妈阁上街与生雪巷交叉口北120米,[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,风景名胜,风景名胜相关,旅游景点,113.536225,22.182421,113.5310848586198,22.18532398909096
B0KKNM4IID,Taipa,风景名胜;风景名胜相关;旅游景点,110000,"5GPJ+RRC,Macao",[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,风景名胜,风景名胜相关,旅游景点,113.53714,22.184149,113.53200260118848,22.187055014258576
B0HGNHNMMR,妈阁庙前观光船码头,风景名胜;风景名胜;风景名胜,110200,妈阁上街与河边新街交叉口西南80米,[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,风景名胜,风景名胜,风景名胜,113.535777,22.183509,113.53063538380871,22.186411199117607
B0FFL2UNEN,福德祠(河边新街),风景名胜;风景名胜;寺庙道观,110205,河边新街131号,[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,风景名胜,风景名胜,寺庙道观,113.539167,22.188097,113.53403559143456,22.19100967279909
B0K0OHM3SV,Graffiti,风景名胜;风景名胜相关;旅游景点,110000,"229号Rdo AlmSergio,Macao",[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,风景名胜,风景名胜相关,旅游景点,113.537989,22.186638,113.53285406976134,22.189547117458705
B0KBK1GK51,正觉禅林,风景名胜;风景名胜;寺庙道观,110205,妈阁上街与河边新街交叉口南100米,[],820000,澳门特别行政区,1853,澳门特别行政区,820005,风顺堂区,风景名胜,风景名胜,寺庙道观,113.536421,22.183265,113.53128141743622,22.186168810331257
