id,name,type,typecode,address,tel,pcode,pname,citycode,cityname,adcode,adname,bigType,midType,smallType,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84
B0JK6S55S4,Che Che&Xina,体育休闲服务;娱乐场所;酒吧|餐饮服务;中餐厅;中餐厅,080304|050100,"Edificio Lai San,70号Rde Tomas Vieira,Macao",00853-62880857,820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,体育休闲服务,娱乐场所,酒吧|餐饮服务,113.54781,22.195403,113.54270341399992,22.19833930518105
B073D00BFD,金龙轩(马六甲街店),体育休闲服务;娱乐场所;夜总会|餐饮服务;中餐厅;中餐厅,080301|050100,马六甲街17-103号金龙酒店主楼4楼,00853-28361999,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,体育休闲服务,娱乐场所,夜总会|餐饮服务,113.559549,22.192368,113.55447291308488,22.195327893388125
B0LAAZIVKM,奈和美大堂酒廊,体育休闲服务;娱乐场所;酒吧|餐饮服务;咖啡厅;咖啡厅,080304|050500,望德圣母湾大马路与学院路交叉口南300米,00853-88835116,820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,娱乐场所,酒吧|餐饮服务,113.55768,22.146038,113.55260238886432,22.14897703194997
B0K10AOPGD,Nagomi,体育休闲服务;娱乐场所;酒吧|餐饮服务;咖啡厅;咖啡厅,080304|050500,望德圣母湾大马路与学院路交叉口南300米,00853-88835116,820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,娱乐场所,酒吧|餐饮服务,113.55768,22.146038,113.55260238886432,22.14897703194997
B0K1VRU82F,Brewlab coffe,体育休闲服务;娱乐场所;酒吧|餐饮服务;咖啡厅;咖啡厅,080304|050500,"Gymnasium,Macao",[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,娱乐场所,酒吧|餐饮服务,113.574881,22.148901,113.56983891355804,22.15186889353162
B0FFHKQ5B4,巴黎人剧场,体育休闲服务;影剧院;剧场|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,080603|061100,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,00853-28828827;00853-28828833,820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,影剧院,剧场|购物服务,113.565494,22.140301,113.5604345340228,22.143251881199024
B0KUULQNZH,Himalaya Gaming,体育休闲服务;娱乐场所;酒吧|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,080304|061100,"Estrada da Baia de Nossa Senhora da Esperanca,Macao",[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,娱乐场所,酒吧|购物服务,113.570421,22.143694,113.5653712113643,22.146653843375624
B0J1VR894W,救世军睿禧长者综合服务中心,体育休闲服务;度假疗养场所;疗养院|生活服务;生活服务场所;生活服务场所,080402|070000,俾若翰街与筷子基街交叉口东南40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,体育休闲服务,度假疗养场所,疗养院|生活服务,113.544874,22.203941,113.53975853244054,22.20687336525357
B0KDY1SH0Y,网红打卡热点,体育休闲服务;娱乐场所;娱乐场所|生活服务;生活服务场所;生活服务场所,080300|070000,孙逸仙大马路与冼星海大马路交叉口东南320米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,体育休闲服务,娱乐场所,娱乐场所|生活服务,113.562409,22.183455,113.55734006486604,22.18641694458028
B0KAL5JQNP,Palazzo Versace澳门水疗中心,体育休闲服务;体育休闲服务场所;体育休闲服务场所|生活服务;生活服务场所;生活服务场所,080000|070000,"Palazzo Versace,Level 3,Macao",00853-88812500,820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,体育休闲服务场所,体育休闲服务场所|生活服务,113.577899,22.1402,113.57286239003642,22.14316805733786
B0JK6S55S4,Che Che&Xina,体育休闲服务;娱乐场所;酒吧|餐饮服务;中餐厅;中餐厅,080304|050100,"Edificio Lai San,70号Rde Tomas Vieira,Macao",00853-62880857,820000,澳门特别行政区,1853,澳门特别行政区,820002,花王堂区,体育休闲服务,娱乐场所,酒吧|餐饮服务,113.54781,22.195403,113.54270341399992,22.19833930518105
B073D00BFD,金龙轩(马六甲街店),体育休闲服务;娱乐场所;夜总会|餐饮服务;中餐厅;中餐厅,080301|050100,马六甲街17-103号金龙酒店主楼4楼,00853-28361999,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,体育休闲服务,娱乐场所,夜总会|餐饮服务,113.559549,22.192368,113.55447291308488,22.195327893388125
B0LAAZIVKM,奈和美大堂酒廊,体育休闲服务;娱乐场所;酒吧|餐饮服务;咖啡厅;咖啡厅,080304|050500,望德圣母湾大马路与学院路交叉口南300米,00853-88835116,820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,娱乐场所,酒吧|餐饮服务,113.55768,22.146038,113.55260238886432,22.14897703194997
B0K10AOPGD,Nagomi,体育休闲服务;娱乐场所;酒吧|餐饮服务;咖啡厅;咖啡厅,080304|050500,望德圣母湾大马路与学院路交叉口南300米,00853-88835116,820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,娱乐场所,酒吧|餐饮服务,113.55768,22.146038,113.55260238886432,22.14897703194997
B0K1VRU82F,Brewlab coffe,体育休闲服务;娱乐场所;酒吧|餐饮服务;咖啡厅;咖啡厅,080304|050500,"Gymnasium,Macao",[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,娱乐场所,酒吧|餐饮服务,113.574881,22.148901,113.56983891355804,22.15186889353162
B0FFHKQ5B4,巴黎人剧场,体育休闲服务;影剧院;剧场|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,080603|061100,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,00853-28828827;00853-28828833,820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,影剧院,剧场|购物服务,113.565494,22.140301,113.5604345340228,22.143251881199024
B0KUULQNZH,Himalaya Gaming,体育休闲服务;娱乐场所;酒吧|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,080304|061100,"Estrada da Baia de Nossa Senhora da Esperanca,Macao",[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,娱乐场所,酒吧|购物服务,113.570421,22.143694,113.5653712113643,22.146653843375624
B0J1VR894W,救世军睿禧长者综合服务中心,体育休闲服务;度假疗养场所;疗养院|生活服务;生活服务场所;生活服务场所,080402|070000,俾若翰街与筷子基街交叉口东南40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,体育休闲服务,度假疗养场所,疗养院|生活服务,113.544874,22.203941,113.53975853244054,22.20687336525357
B0KDY1SH0Y,网红打卡热点,体育休闲服务;娱乐场所;娱乐场所|生活服务;生活服务场所;生活服务场所,080300|070000,孙逸仙大马路与冼星海大马路交叉口东南320米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,体育休闲服务,娱乐场所,娱乐场所|生活服务,113.562409,22.183455,113.55734006486604,22.18641694458028
B0KAL5JQNP,Palazzo Versace澳门水疗中心,体育休闲服务;体育休闲服务场所;体育休闲服务场所|生活服务;生活服务场所;生活服务场所,080000|070000,"Palazzo Versace,Level 3,Macao",00853-88812500,820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,体育休闲服务场所,体育休闲服务场所|生活服务,113.577899,22.1402,113.57286239003642,22.14316805733786
B073D00I2C,澳门高尔夫球乡村俱乐部,体育休闲服务;高尔夫相关;高尔夫球场,080201,黑沙马路2168号(路环黑沙马路1918号),00853-28337255,820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,体育休闲服务,高尔夫相关,高尔夫球场,113.586515,22.124144,113.58149114768408,22.12711360096752
B0I647TJZS,英皇戏院(澳门葡京人店),体育休闲服务;体育休闲服务场所;体育休闲服务场所,080000,澳门葡京人2楼,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,体育休闲服务场所,体育休闲服务场所,113.578265,22.137093,113.57322915574665,22.140060231159577
B0K03D874B,澳门户外表演区,体育休闲服务;休闲场所;休闲场所,080500,路氹机场大马路与网球路交界,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,体育休闲服务,休闲场所,休闲场所,113.5806,22.138978,113.57556752871255,22.14194844216376
B0K64XVY4V,孙中山泳池,体育休闲服务;运动场馆;游泳馆,080110,"6G8W+JGW,DrSun Yat Sen Municipal Park,澳门",00853-28230835,820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,体育休闲服务,运动场馆,游泳馆,113.551411,22.213672,113.54631307363152,22.21662263288356
B073D00BJL,工人体育场B馆,体育休闲服务;运动场馆;综合体育馆,080101,何贤绅士大马路与巴波沙大马路交叉口东60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,体育休闲服务,运动场馆,综合体育馆,113.552805,22.212678,113.54771082053972,22.215631310033185
B073D0M4E9,工人体育场游泳池,体育休闲服务;运动场馆;游泳馆,080110,何贤绅士大马路与巴波沙大马路交叉口东60米,[],820000,澳门特别行政区,1853,澳门特别行政区,820001,花地玛堂区,体育休闲服务,运动场馆,游泳馆,113.552805,22.212675,113.54771082073168,22.215628309029885
