id,name,type,typecode,address,tel,pcode,pname,citycode,cityname,adcode,adname,bigType,midType,smallType,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84
B073D00I2O,黑沙公园葡国餐厅,餐饮服务;外国餐厅;葡国菜,050213,贾梅士大马路与荷花围交叉口东北260米,00853-28561234,820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,餐饮服务,外国餐厅,葡国菜,113.574156,22.116101,113.56911474881714,22.119054819903017
B073D0M62L,陈胜记(花园围店),餐饮服务;中餐厅;中餐厅,050100,澳门路环市区计单奴街21号,00853-66801618,820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,餐饮服务,中餐厅,中餐厅,113.556532,22.113861,113.55145362092809,22.11678479835692
B073D0M5WK,雅憩花园葡国餐(花园围店),餐饮服务;中餐厅;中餐厅,050100,新巷与水桶巷交叉口西60米,00853-28880021;00853-28882086,820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,餐饮服务,中餐厅,中餐厅,113.556214,22.114073,113.55113481809876,22.116996248315893
B073D00IT9,路环辉记美食茶座,餐饮服务;茶艺馆;茶艺馆,050600,澳门圣方济各堂区路环市区打缆街33-37号,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,餐饮服务,茶艺馆,茶艺馆,113.557407,22.114057,113.5523307603009,22.11698261490071
B073D0M3JS,法兰度餐厅,餐饮服务;餐饮相关场所;餐饮相关,050000,离岛路环黑沙海滩9号,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,餐饮服务,餐饮相关场所,餐饮相关,113.574779,22.116586,113.56973878901186,22.119540810930538
B0JGLAHLAZ,梦梦海鲜大排档,餐饮服务;中餐厅;海鲜酒楼,050119,孙逸仙大马路1257号,18163408466,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,餐饮服务,中餐厅,海鲜酒楼,113.554573,22.183119,113.54948527943748,22.186065739541306
B0I0UR8GY7,食·八方旗下南苑,餐饮服务;中餐厅;中餐厅,050100,澳门美高梅1楼,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,餐饮服务,中餐厅,中餐厅,113.552507,22.183204,113.54741392388108,22.18614641468272
B0G1CCS7Y1,丰收台葡国餐,餐饮服务;餐饮相关场所;餐饮相关,050000,宋玉生广场(皇朝)柏嘉街336号雅诗阁酒店1楼,00853-28833377,820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,餐饮服务,餐饮相关场所,餐饮相关,113.554112,22.184071,113.54902303843367,22.18701712439668
B0I0M55D0K,江南苑韩国料理,餐饮服务;外国餐厅;韩国料理,050203,孙逸仙大马路与伦斯泰特大马路交叉口西40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,餐饮服务,外国餐厅,韩国料理,113.554773,22.183232,113.54968578177034,22.186179193897235
B0I1311XXK,皇家葡萄肴,餐饮服务;餐饮相关场所;餐饮相关,050000,观光塔前地与西湾湖广场交叉口东南20米,[],820000,澳门特别行政区,1853,澳门特别行政区,820004,大堂区,餐饮服务,餐饮相关场所,餐饮相关,113.543613,22.177505,113.53849556378316,22.180424947772487
