id,name,type,typecode,address,location,tel,pcode,pname,citycode,cityname,adcode,adname,gridcode,distance,business_area,timestamp,biz_ext,行业大类,行业中类,行业小类,Unnamed: 21,X,Y,wgs84_经度,wgs84_纬度
76b05aa6-a3e1-3ad5-85d0-bb2a2f88179e,普慈汽车维修服务中心,汽车维修;汽车综合维修;汽车综合维修,30100,莫愁新寓胜棋街3号(莫愁湖地铁站1号口步行300米),"118.759559,32.040050",025-86665898,320000,江苏省,25,南京市,320106,鼓楼区,4818064022,1702,汉中门,2023-04-20 00:37:00,"{""rating"": ""3.9"", ""cost"": []}",汽车维修,汽车综合维修,汽车综合维修,,118.759559,32.04005,118.75433646608724,32.04208467783093
f431a934-14e9-388f-a92f-fc56716bc31a,白天鹅汽车服务部(平顶山路),汽车维修;汽车维修;汽车维修|汽车服务;汽车服务相关;汽车服务相关,030000|010000,大厂街道平顶山路36号,"118.772022,32.240316",139****8145,320000,江苏省,25,南京市,320116,六合区,4818268122,1654,新华东路,2022-11-22 15:36:00,"{""rating"": ""4.1"", ""cost"": []}",汽车维修,汽车维修,汽车维修|汽车服务,,118.772022,32.240316,118.76678868241088,32.242393526323745
70abb120-083b-3c3d-8aac-14657fb408de,富捷汽车维修,汽车维修;汽车维修;汽车维修,30000,南湖路97-3号,"118.753152,32.021602",4008088301,320000,江苏省,25,南京市,320105,建邺区,4818062010,874,集庆门,2023-05-13 04:59:00,"{""rating"": ""4.1"", ""cost"": []}",汽车维修,汽车维修,汽车维修,,118.753152,32.021602,118.74792973772938,32.02363104443949
f2cd6a96-9d36-31b3-8b0a-af6b07a13623,南京港池汽车修理厂,汽车维修;汽车综合维修;汽车综合维修,30100,栖霞大道戴家库163号,"118.941713,32.145746",025-85767307,320000,江苏省,25,南京市,320113,栖霞区,4818177511,324,[],2023-05-02 04:26:00,"{""rating"": ""4.2"", ""cost"": []}",汽车维修,汽车综合维修,汽车综合维修,,118.941713,32.145746,118.93663639757013,32.14794808511728
b6e02641-c101-3801-8952-9cf1678c3dae,恒力汽车维修责任公司,汽车维修;汽车维修;汽车维修,30000,中央北路126-1号,"118.781449,32.104903",025-85633133;158****8885,320000,江苏省,25,南京市,320106,鼓楼区,4818162211,1774,小市,2023-02-12 02:36:00,"{""rating"": ""4.7"", ""cost"": []}",汽车维修,汽车维修,汽车维修,,118.781449,32.104903,118.77623829495109,32.106967769575334
a059b736-0e30-3c19-a790-88a830cf0e0c,南京华金汽车维修中心,汽车维修;汽车综合维修;汽车综合维修,30100,东山镇文靖路文华街65号,"118.842439,31.965589",025-52280666,320000,江苏省,25,南京市,320115,江宁区,4718765721,1882,[],2023-04-22 07:42:00,"{""rating"": ""4.6"", ""cost"": []}",汽车维修,汽车综合维修,汽车综合维修,,118.842439,31.965589,118.8373563245533,31.967724606056784
6c871803-ffe7-3d0b-8de7-85f87b99c027,蓝调汽车服务中心,汽车维修;汽车综合维修;汽车综合维修|汽车服务;汽车服务相关;汽车服务相关,030100|010000,雨花西路19-13号,"118.775537,32.005031",138****7595,320000,江苏省,25,南京市,320114,雨花台区,4818060210,1913,赛虹桥,2023-05-12 14:54:00,"{""rating"": ""4.1"", ""cost"": []}",汽车维修,汽车综合维修,汽车综合维修|汽车服务,,118.775537,32.005031,118.77032884451508,32.00706781822524
6ad16d2e-f264-3302-a627-220ba24eaec7,孟梁汽修,汽车维修;汽车维修;汽车维修,30000,明月路58号,"118.831861,31.949923",025-51192073,320000,江苏省,25,南京市,320115,江宁区,4718763621,1924,双龙大道,2023-03-19 14:55:00,"{""rating"": ""4.0"", ""cost"": []}",汽车维修,汽车维修,汽车维修,,118.831861,31.949923,118.82675770979344,31.952035459021182
d1605152-e81c-313e-ac74-d0d93aee382d,汽运公司汽车修理厂,汽车维修;汽车综合维修;汽车综合维修,30100,梅山街道,"118.627720,31.904535",[],320000,江苏省,25,南京市,320114,雨花台区,4718658010,838,梅山,2023-04-12 13:37:00,"{""rating"": ""4.3"", ""cost"": []}",汽车维修,汽车综合维修,汽车综合维修,,118.62772,31.904535,118.62270484899064,31.90670611946497
f8a70992-aae6-3cb2-a79b-81633217770c,晴辰汽修,汽车维修;汽车维修;汽车维修,30000,童卫路19-10号附近美林东苑停车场,"118.838783,32.031250",025-84277241;138****5857,320000,江苏省,25,南京市,320102,玄武区,4818063720,542,苜蓿园,2023-05-11 13:30:00,"{""rating"": ""4.5"", ""cost"": []}",汽车维修,汽车维修,汽车维修,,118.838783,32.03125,118.83368684283543,32.03339406149911
7707a25f-1186-3e68-9b68-a306ac6448e7,南京润洋汽车维修服务有限公司,汽车维修;汽车综合维修;汽车综合维修,30100,马浦街19号,"118.818400,31.925690",025-52761789,320000,江苏省,25,南京市,320115,江宁区,4718761501,1060,开发区,2023-04-17 14:06:00,"{""rating"": ""4.5"", ""cost"": []}",汽车维修,汽车综合维修,汽车综合维修,,118.8184,31.92569,118.81327039241484,31.927771734782134
37e49292-af22-3133-bc57-9e0ea37c58b4,南京市三盟汽车修理厂,汽车维修;汽车维修;汽车维修,30000,十字街72号,"118.804673,32.098400",025-85566520;025-85608099,320000,江苏省,25,南京市,320113,栖霞区,4818161421,1769,红山,2023-04-11 05:32:00,"{""rating"": ""4.7"", ""cost"": []}",汽车维修,汽车维修,汽车维修,,118.804673,32.0984,118.79950000537052,32.1004962698941
08b4a77e-3387-3db9-be27-ea46c24c7d9b,上官汽车快修服务部,汽车维修;汽车综合维修;汽车综合维修,30100,雄州东路117号4-6,"118.860940,32.334981",025-57759667;025-86090187;139****9667,320000,江苏省,25,南京市,320116,六合区,4818460802,854,江北新区,2023-04-26 12:32:00,"{""rating"": ""4.0"", ""cost"": []}",汽车维修,汽车综合维修,汽车综合维修,,118.86094,32.334981,118.855857911767,32.33720559582861
78883302-91f2-37e7-9162-52e4c51a67a9,旺鑫汽车维修,汽车维修;汽车维修;汽车维修,30000,东山街道商城明月路108-3号,"118.831483,31.948636",025-51192926;139****9838,320000,江苏省,25,南京市,320115,江宁区,4718763621,1781,胜太路,2023-05-12 11:25:00,"{""rating"": ""4.0"", ""cost"": []}",汽车维修,汽车维修,汽车维修,,118.831483,31.948636,118.82637902494764,31.95074745454054
221bab04-e081-385b-a68b-2fc8f77a1f63,小严汽修,汽车维修;汽车综合维修;汽车综合维修,30100,雄州东路117号力拓商务楼F1层,"118.860753,32.334914",138****6170,320000,江苏省,25,南京市,320116,六合区,4818460802,871,江北新区,2023-05-12 21:12:00,"{""rating"": ""4.2"", ""cost"": []}",汽车维修,汽车综合维修,汽车综合维修,,118.860753,32.334914,118.8556706120188,32.33713832088817
b79f942b-1010-3a9d-adbb-33463f03481c,南京卸甲甸汽车维修有限公司,汽车维修;汽车维修;汽车维修,30000,杨新路与旭东路交叉口东360米,"118.746460,32.207930",[],320000,江苏省,25,南京市,320116,六合区,4818254922,1973,卸甲甸,2023-04-17 12:24:00,"{""rating"": ""3.5"", ""cost"": []}",汽车维修,汽车维修,汽车维修,,118.74646,32.20793,118.74122086913556,32.20999516383214
3e969dab-09b1-3c2e-8a02-6440fddca930,南京英超汽车维修中心,汽车维修;汽车综合维修;汽车综合维修,30100,建宁路100号,"118.761648,32.096046",025-85619990;138****1515,320000,江苏省,25,南京市,320106,鼓楼区,4818161012,622,建宁路,2023-04-29 15:13:00,"{""rating"": ""4.3"", ""cost"": []}",汽车维修,汽车综合维修,汽车综合维修,,118.761648,32.096046,118.75642113250058,32.098093651319736
