id,name,type,typecode,address,location,tel,pcode,pname,citycode,cityname,adcode,adname,gridcode,distance,business_area,timestamp,biz_ext,行业大类,行业中类,行业小类,Unnamed: 21,X,Y,wgs84_经度,wgs84_纬度
bdb4ff6e-4fb3-30bf-8695-47c0bfb11d6f,安全检查(南京站),室内设施;室内设施;室内设施,970000,龙蟠路111号南京站1F层,"118.798042,32.088224",[],320000,江苏省,25,南京市,320102,玄武区,4818160312,142,红山,2022-12-05 19:19:00,"{'rating': [], 'cost': []}",室内设施,室内设施,室内设施,,118.798042,32.088224,118.7928578452954,32.090307469773784
8088b9f5-ed6b-32a3-bb45-8853ea077774,自助式证件摄影(南京站),室内设施;室内设施;室内设施,970000,龙蟠路111号南京站1F层,"118.796193,32.086451",[],320000,江苏省,25,南京市,320102,玄武区,4818160312,395,红山,2022-12-05 19:18:00,"{'rating': [], 'cost': []}",室内设施,室内设施,室内设施,,118.796193,32.086451,118.79100582301052,32.08853128109163
a2023a48-b6b3-3eba-ba63-5146d077c781,自动售票机(南京站),室内设施;室内设施;室内设施,970000,龙蟠路111号南京站1F层,"118.797344,32.088345",[],320000,江苏省,25,南京市,320102,玄武区,4818160312,591,红山,2022-12-29 18:33:00,"{'cost': [], 'rating': []}",室内设施,室内设施,室内设施,,118.797344,32.088345,118.79215862111008,32.09042742361923
06b38e6f-1139-3100-b104-5d1152bcd867,楼梯(南京站),室内设施;室内设施;室内设施,970000,龙蟠路111号南京站1F层,"118.796562,32.087484",[],320000,江苏省,25,南京市,320102,玄武区,4818160312,276,红山,2023-05-06 13:45:00,"{'rating': [], 'cost': []}",室内设施,室内设施,室内设施,,118.796562,32.087484,118.79137535640086,32.08956505462847
fdf51232-e995-3b23-89e5-0c7cc0f5c05f,楼梯(南京站),室内设施;室内设施;室内设施,970000,龙蟠路111号南京站1F层,"118.797676,32.086186",[],320000,江苏省,25,南京市,320102,玄武区,4818160312,390,红山,2022-12-05 19:22:00,"{'rating': [], 'cost': []}",室内设施,室内设施,室内设施,,118.797676,32.086186,118.79249139573412,32.08826847678613
88f64a7c-aec4-3b49-8005-7a8f25a8bd18,楼梯(南京站),室内设施;室内设施;室内设施,970000,龙蟠路111号南京站1F层,"118.797793,32.086384",[],320000,江苏省,25,南京市,320102,玄武区,4818160312,644,红山,2023-05-02 13:05:00,"{'cost': [], 'rating': []}",室内设施,室内设施,室内设施,,118.797793,32.086384,118.79260858091608,32.08846669834487
c377650d-d8c6-3aa3-b9df-8304d68c896b,楼梯(南京站),室内设施;室内设施;室内设施,970000,龙蟠路111号南京站1F层,"118.796183,32.086900",[],320000,江苏省,25,南京市,320102,玄武区,4818160312,350,红山,2022-12-05 19:21:00,"{'rating': [], 'cost': []}",室内设施,室内设施,室内设施,,118.796183,32.0869,118.79099576458464,32.08898036085147
dfbe9669-004e-3f0d-bde1-0db873f5526d,楼梯(南京站),室内设施;室内设施;室内设施,970000,龙蟠路111号南京站1F层,"118.796317,32.087090",[],320000,江苏省,25,南京市,320102,玄武区,4818160312,326,红山,2023-04-09 11:42:00,"{'rating': [], 'cost': []}",室内设施,室内设施,室内设施,,118.796317,32.08709,118.79112997491644,32.08917060230897
5e7a1d67-cc3d-3743-8ca7-57f45f3ac57d,楼梯(南京站),室内设施;室内设施;室内设施,970000,龙蟠路111号南京站1F层,"118.796434,32.087291",[],320000,江苏省,25,南京市,320102,玄武区,4818160312,301,红山,2023-04-24 13:24:00,"{'rating': [], 'cost': []}",室内设施,室内设施,室内设施,,118.796434,32.087291,118.79124715571228,32.0893718208596
247aa568-6084-3f16-b792-5b792dca7678,楼梯(南京站),室内设施;室内设施;室内设施,970000,龙蟠路111号南京站1F层,"118.797916,32.086577",[],320000,江苏省,25,南京市,320102,玄武区,4818160312,346,红山,2023-04-29 12:16:00,"{'rating': [], 'cost': []}",室内设施,室内设施,室内设施,,118.797916,32.086577,118.79273177736654,32.08865992837415
