id,pname,pcode,cityname,citycode,adname,adcode,name,address,location,tel,business_area,行业大类,行业中类,行业小类,typecode,timestamp,longitude,latitude,wgs84_经度,wgs84_纬度
4248c6c5-fbd3-3697-b1d6-051e61794f7a,江西省,360000,南昌市,791,新建区,360112,公共厕所,子实路宜和家园,"115.806819,28.687019",[],[],公共设施,公共厕所,公共厕所,200300,2024-06-13 12:40:46,115.806819,28.687019,115.801791779323,28.690254470021355
3777e665-0bee-3044-8764-5f121c141b7e,江西省,360000,南昌市,791,新建区,360112,城市管理驿站(公共厕所),中国石化(江西南昌新建长堎大道加油站)东北侧110米,"115.805056,28.680677",[],[],公共设施,公共厕所,公共厕所,200300,2024-02-04 22:32:12,115.805056,28.680677,115.80002515661306,28.68391326311156
9fca788f-2537-3fd5-b5cf-3f04f655bb1f,江西省,360000,南昌市,791,新建区,360112,公共厕所(南昌新建吾悦广场),长堎大道666号南昌新建吾悦广场4F层,"115.800414,28.686080",[],[],公共设施,公共厕所,公共厕所,200300,2024-06-18 18:32:08,115.800414,28.68608,115.79537217477976,28.6893054178659
1073a1c7-769e-3d0b-b584-12bda104c98a,江西省,360000,南昌市,791,新建区,360112,公共厕所(南昌新建吾悦广场),长堎大道666号南昌新建吾悦广场2F层,"115.800409,28.686061",[],[],公共设施,公共厕所,公共厕所,200300,2024-06-18 18:32:07,115.800409,28.686061,115.79536716518233,28.689286421280705
0abc67bc-3ef9-3492-bee9-9cdc3d3ada65,江西省,360000,南昌市,791,新建区,360112,公共厕所(南昌新建吾悦广场),长堎大道666号南昌新建吾悦广场3F层,"115.800403,28.686072",[],[],公共设施,公共厕所,公共厕所,200300,2024-06-18 18:32:08,115.800403,28.686072,115.79536115098198,28.68929740510153
029d53c3-e4b7-3a66-a5e4-a868ea7ad0c9,江西省,360000,南昌市,791,新建区,360112,公共厕所(南昌新建吾悦广场),长堎大道666号南昌新建吾悦广场1F层,"115.800393,28.686085",[],[],公共设施,公共厕所,公共厕所,200300,2024-06-18 18:32:07,115.800393,28.686085,115.79535112774012,28.689310381337293
03372867-1366-3e0e-a0ae-0d88a75556b4,江西省,360000,南昌市,791,新建区,360112,公共厕所(南昌新建吾悦广场),长堎大道666号南昌新建吾悦广场5F层,"115.800393,28.686100",[],[],公共设施,公共厕所,公共厕所,200300,2024-06-18 18:32:08,115.800393,28.6861,115.79535112654892,28.689325372337947
7c38cc9d-8fe8-3aac-8b2e-31c718088c06,江西省,360000,南昌市,791,新建区,360112,防空(子实路),子实路与兴国路交叉口东100米,"115.811418,28.686076",[],[],公共设施,紧急避难场所,紧急避难场所,200400,2023-12-10 22:59:32,115.811418,28.686076,115.80640187896844,28.68932007477658
e68b6026-1a4c-3296-ac42-27acb3e4bb95,江西省,360000,南昌市,791,新建区,360112,公共厕所,前正路新建新城吾悦广场,"115.799926,28.685927",[],[],公共设施,公共厕所,公共厕所,200300,2024-07-30 00:46:35,115.799926,28.685927,115.79488310575287,28.6891517328263
2d357eff-22d9-35ab-af53-37edce6e2c1f,江西省,360000,南昌市,791,进贤县,360124,公共厕所,[],"116.500790,28.473795",[],[],公共设施,公共厕所,公共厕所,200300,2024-02-08 09:48:42,116.50079,28.473795,116.49591559106274,28.47706820787516
279be10f-6c17-3a8a-b3c3-ea3f5ad481da,江西省,360000,南昌市,791,进贤县,360124,公共厕所,[],"116.498776,28.475098",[],[],公共设施,公共厕所,公共厕所,200300,2024-02-07 02:56:45,116.498776,28.475098,116.4938947700084,28.478364725968778
279f0032-08df-36c9-9b48-bdc33a52b91b,江西省,360000,南昌市,791,进贤县,360124,公共厕所,钟陵乡三岸村,"116.497520,28.471546",[],[],公共设施,公共厕所,公共厕所,200300,2024-02-08 15:29:17,116.49752,28.471546,116.4926348561292,28.474810078877816
fb9e3e2b-d203-3e6b-9668-db39aadc9601,江西省,360000,南昌市,791,青山湖区,360111,公共厕所,解放西路辅路与香江西路交叉口西140米,"115.944890,28.649510",[],解放东路,公共设施,公共厕所,公共厕所,200300,2024-07-13 04:33:08,115.94489,28.64951,115.940025709895,28.65285488495192
b3254d15-da88-3a14-817c-e3ea0f30db08,江西省,360000,南昌市,791,青山湖区,360111,公共厕所,解放东路20号附近,"115.945376,28.650173",[],辛家庵,公共设施,公共厕所,公共厕所,200300,2024-04-18 22:57:29,115.945376,28.650173,115.94051084000024,28.65351660062336
d80ee9e3-c0f1-3667-8015-9e0f3586dd28,江西省,360000,南昌市,791,青山湖区,360111,公共厕所,解放西路金城国际,"115.944173,28.648243",[],解放西路,公共设施,公共厕所,公共厕所,200300,2024-04-08 11:43:33,115.944173,28.648243,115.93930999689144,28.65158992243793
36cd0ca8-e7de-3989-b7c8-b68af922cdd8,江西省,360000,南昌市,791,青山湖区,360111,公共厕所,香江西路与广场六街交叉口西北260米,"115.945389,28.653170",[],上海南路,公共设施,公共厕所,公共厕所,200300,2024-07-29 03:43:02,115.945389,28.65317,115.9405235847738,28.65651190083428
c4da84ba-fe15-3774-8ac0-4e1bb37ffd8a,江西省,360000,南昌市,791,青山湖区,360111,无障碍公共厕所,香江西路与广场六街交叉口西北240米,"115.945527,28.653172",[],辛家庵,公共设施,公共厕所,公共厕所,200300,2024-04-10 06:06:19,115.945527,28.653172,115.94066135030334,28.656513638112944
ccdbeb70-f8ef-3a29-a4ba-dbb71fc1791f,江西省,360000,南昌市,791,青山湖区,360111,公共厕所,墅溪路金城国际,"115.945875,28.645802",[],解放东路,公共设施,公共厕所,公共厕所,200300,2024-01-22 23:12:41,115.945875,28.645802,115.94100932924005,28.649147074803704
281696c8-fd18-3e4e-b4f9-c856439786f9,江西省,360000,南昌市,791,青山湖区,360111,公共厕所,墅溪路与城南大道交叉口西280米,"115.945439,28.645222",[],解放东路,公共设施,公共厕所,公共厕所,200300,2024-02-04 19:37:36,115.945439,28.645222,115.94057411835476,28.648568224387105
75b4307c-c579-3e71-931b-6973bb9a2df4,江西省,360000,南昌市,791,青云谱区,360104,公共厕所(暂停营业),利民路与解放西路交叉口西南180米,"115.939926,28.650026",[],解放西路,公共设施,公共厕所,公共厕所,200300,2024-01-20 19:15:26,115.939926,28.650026,115.93506942891612,28.653379417408804
18ec905d-a720-3528-8081-bf9158d95fbb,江西省,360000,南昌市,791,西湖区,360103,网红公共厕所,沿江中大道375号,"115.887553,28.673316",[],[],公共设施,公共厕所,公共厕所,200300,2024-06-12 10:02:43,115.887553,28.673316,115.88270301897896,28.67668425101672
8eb3e71e-dc79-3e44-adc0-2e8d81bd0a70,江西省,360000,南昌市,791,西湖区,360103,公共厕所,马家园住宅小区附近,"115.889160,28.672056",[],孺子路,公共设施,公共厕所,公共厕所,200300,2024-04-17 15:47:30,115.88916,28.672056,115.88431185803296,28.67542589267491
75c9cbaf-b112-34ab-9b68-b7b20d4e4d3b,江西省,360000,南昌市,791,西湖区,360103,公共厕所,船山路与直冲街交叉口东北100米,"115.887190,28.673791",[],中山路,公共设施,公共厕所,公共厕所,200300,2024-09-02 03:17:12,115.88719,28.673791,115.88233957275102,28.6771587542529
82d02ffd-afd7-3be4-bf00-af2e9879cf6c,江西省,360000,南昌市,791,西湖区,360103,万寿宫公共厕所,萝卜巷7号,"115.886721,28.674389",[],中山路,公共设施,公共厕所,公共厕所,200300,2024-08-23 02:13:10,115.886721,28.674389,115.881869988764,28.67775611355673
f7b6d128-2ce3-3717-b5c4-e29be316ff67,江西省,360000,南昌市,791,西湖区,360103,公共厕所,孺子路与蓼洲街交叉口东80米,"115.887830,28.669804",[],孺子路,公共设施,公共厕所,公共厕所,200300,2024-08-22 13:29:00,115.88783,28.669804,115.88298060007844,28.67317446188468
33f9b71f-d1b6-3b9c-91d8-b2868e1cbe7e,江西省,360000,南昌市,791,西湖区,360103,南昌起义总指挥部旧址-母婴室,中山路380号南昌八一起义纪念馆南昌起义总指挥部旧址,"115.889330,28.674885",0791-86613806,烁世花瓣雨中山路,公共设施,公共厕所,婴儿换洗间/哺乳室/母婴室,200304,2024-05-09 19:40:10,115.88933,28.674885,115.88448181577964,28.6782533266992
9889b7f2-7a2e-3231-9ba8-7b289c04a0f7,江西省,360000,南昌市,791,西湖区,360103,公共厕所,抚河北路与吉水仓街交叉口南60米,"115.884229,28.671721",[],朝阳洲,公共设施,公共厕所,公共厕所,200300,2023-12-10 23:19:32,115.884229,28.671721,115.8793751778028,28.67508798774416
f6421339-e343-3fe5-afac-0e06ec6c207b,江西省,360000,南昌市,791,西湖区,360103,公共厕所(JX-NC-1233),子固路1号,"115.885857,28.674991",[],中山路,公共设施,公共厕所,公共厕所,200300,2024-06-11 23:31:03,115.885857,28.674991,115.8810049262894,28.67835720306867
f2a63f8f-a42b-3933-9ed8-f08582489ca9,江西省,360000,南昌市,791,西湖区,360103,公共厕所,上塘塍街天灯下社区,"115.889843,28.669404",[],南浦,公共设施,公共厕所,公共厕所,200300,2023-12-10 23:20:15,115.889843,28.669404,115.88499576859464,28.67277578964296
03afe309-c4e0-3ef1-95bd-58305bb29e9a,江西省,360000,南昌市,791,东湖区,360102,无障碍公共厕所,中山路与子固路交叉口西北20米,"115.885564,28.675263",[],[],公共设施,公共厕所,公共厕所,200300,2024-07-30 02:49:52,115.885564,28.675263,115.88071155326575,28.678628847755657
cfe5d005-23d1-31c3-bccb-0fa72c21095b,江西省,360000,南昌市,791,东湖区,360102,公厕,江西省南昌市东湖区铁街29号,"115.886391,28.675670",[],[],公共设施,公共厕所,公共厕所,200300,2024-01-27 03:24:21,115.886391,28.67567,115.88153950520322,28.679036152056906
54c6cc7f-f598-3e83-8d92-3e83d936e441,江西省,360000,南昌市,791,东湖区,360102,公共厕所,榕门路滕王阁街道上凤凰坡社区,"115.884800,28.675283",[],[],公共设施,公共厕所,公共厕所,200300,2024-07-21 23:34:45,115.8848,28.675283,115.87994661653296,28.678648310397246
