id,pname,pcode,cityname,citycode,adname,adcode,name,address,location,tel,business_area,行业大类,行业中类,行业小类,typecode,timestamp,longitude,latitude,wgs84_经度,wgs84_纬度
25be7e81-7cc8-3428-8c84-eba6a7a3c5df,江西省,360000,南昌市,791,进贤县,360124,三阳万寿宫,昌万公路26号,"116.274989,28.614638",[],[],风景名胜,风景名胜,风景名胜,110200,2024-07-11 05:55:19,116.274989,28.614638,116.2700709015915,28.61784124816451
53ed1a96-6575-364d-b0f4-110d17a32664,江西省,360000,南昌市,791,进贤县,360124,军山湖云水间生态农业旅游景区,昌万公路国际能源加油站对面,"116.280190,28.613462",0791-85509999;157****1555,[],风景名胜,风景名胜相关,旅游景点,110000,2024-08-30 10:01:44,116.28019,28.613462,116.2752672805022,28.616660604183565
0ffee023-a7e9-301e-bf33-037331a084ea,江西省,360000,南昌市,791,新建区,360112,狮子峰-望狮涧,太平镇公交终点站,"115.725962,28.809150",0791-83780267,[],风景名胜,风景名胜相关,旅游景点,110000,2024-08-26 13:11:36,115.725962,28.80915,115.72084444713468,28.81226097916881
1fd80719-5690-3284-ab05-03dfdfe4a830,江西省,360000,南昌市,791,新建区,360112,太平花谷,太平路与红岭路交叉口东60米,"115.722382,28.808655",[],[],风景名胜,风景名胜相关,旅游景点,110000,2024-08-26 01:40:13,115.722382,28.808655,115.71726706405056,28.811769741999527
2e6d6351-10c9-3927-97d8-99bee27eac56,江西省,360000,南昌市,791,西湖区,360103,耶苏堂,耶苏堂路与绳金塔街交叉口西北20米,"115.898744,28.663931",0791-86380721,[],风景名胜,风景名胜相关,旅游景点,110000,2024-08-24 10:04:39,115.898744,28.663931,115.89390438584915,28.667308791428034
f9a0706b-7634-311f-9b2a-166941c9ddcc,江西省,360000,南昌市,791,西湖区,360103,南昌九墙水井边的故事,绳金塔街1号绳金塔内,"115.899067,28.662116",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-06-07 00:45:59,115.899067,28.662116,115.89422771633016,28.665494871061533
f7229f2c-aa43-34d4-866c-5804ac4bdda7,江西省,360000,南昌市,791,西湖区,360103,九佬雕像,绳金塔街1号绳金塔内,"115.899139,28.662154",[],[],风景名胜,风景名胜,风景名胜,110200,2024-01-29 10:59:28,115.899139,28.662154,115.8942997549848,28.665532857652902
3138c861-ea73-3adb-8814-9ffb59e81ca4,江西省,360000,南昌市,791,西湖区,360103,豫章逸道牌坊,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行480米),"115.899048,28.661793",[],[],风景名胜,风景名胜相关,旅游景点,110000,2024-01-20 23:32:00,115.899048,28.661793,115.8942087303548,28.66517205341603
ecc1eec4-d7c8-38c3-9883-8a8de9d94367,江西省,360000,南昌市,791,西湖区,360103,民族文化长廊,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行440米),"115.899645,28.661647",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-01-27 22:16:05,115.899645,28.661647,115.89480607951036,28.6650261994698
0efde6dc-ed9c-3ae5-9c18-0e2f9f38e8a0,江西省,360000,南昌市,791,西湖区,360103,绳金塔-孔子论语楹联园,绳金塔地铁站3号口步行430米,"115.899709,28.661611",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-02-08 17:23:16,115.899709,28.661611,115.89487011748338,28.664990225829687
99556c39-d2f0-3137-a627-494d5bc4c65f,江西省,360000,南昌市,791,西湖区,360103,南昌市井小游园,站前西路与前进路交会处,"115.897872,28.661038",[],抚河中路,风景名胜,公园广场,公园,110101,2024-01-18 14:23:49,115.897872,28.661038,115.8930320725754,28.66441731594358
85fd7878-f414-3c07-9754-f404d66f05b1,江西省,360000,南昌市,791,西湖区,360103,文巷,绳金塔街1号绳金塔(绳金塔地铁站3号口步行460米),"115.899339,28.661327",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-07-07 03:19:24,115.899339,28.661327,115.89449993333731,28.66470635197096
b184af7a-d824-3af4-98c2-ed3a7d748dfb,江西省,360000,南昌市,791,西湖区,360103,南昌市绳金塔民俗村,绳金塔街1号绳金塔(绳金塔地铁站3号口步行410米),"115.899275,28.661233",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-07-04 23:51:48,115.899275,28.661233,115.89443590428507,28.664612398785803
65f376d5-8703-3e4d-b400-5721ba50d45d,江西省,360000,南昌市,791,西湖区,360103,子羽雕像,绳金塔街1号绳金塔内(西北角),"115.899606,28.661399",[],[],风景名胜,风景名胜相关,旅游景点,110000,2024-08-01 03:42:18,115.899606,28.661399,115.8947670772017,28.66477833744396
ed2bf16b-d93c-3cfb-9494-106f6ca3f953,江西省,360000,南昌市,791,西湖区,360103,牛郎织女雕像,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行410米),"115.899807,28.661462",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-02-15 08:28:40,115.899807,28.661462,115.89496818251908,28.66484131944248
8fbb4e34-996e-33f6-87d5-0184ebd47b0f,江西省,360000,南昌市,791,西湖区,360103,中共中央东南分局旧址,东书院街21号,"115.897100,28.665544",[],三眼井,风景名胜,风景名胜,纪念馆,110204,2024-08-07 14:53:10,115.8971,28.665544,115.89225921640266,28.66892059072982
adb30382-e49e-310c-a5a6-5f459f3a9b8d,江西省,360000,南昌市,791,西湖区,360103,澹台灭明,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行410米),"115.899717,28.661369",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-02-08 13:34:36,115.899717,28.661369,115.89487814063028,28.664748364703183
4eba5f26-4bd3-3956-95b5-0822c2926bb1,江西省,360000,南昌市,791,西湖区,360103,泮桥,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行380米),"115.899636,28.661172",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-01-21 16:52:18,115.899636,28.661172,115.89479711137562,28.66455146977694
2dca5745-eb24-3646-90fe-39b3489558a1,江西省,360000,南昌市,791,西湖区,360103,异僧惟一,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行380米),"115.899663,28.661163",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-02-04 19:38:23,115.899663,28.661163,115.89482412695206,28.66454247739113
99caac72-0a12-3d65-ae85-98c969eb9c34,江西省,360000,南昌市,791,西湖区,360103,櫺星门,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行390米),"115.899690,28.661091",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-02-16 14:33:35,115.89969,28.661091,115.89485114737738,28.664470520913053
695b3d19-c720-3404-adbc-220db9255a93,江西省,360000,南昌市,791,西湖区,360103,豫章书院旧址,第十八中学东书院街8号,"115.897802,28.665926",[],系马桩,风景名胜,风景名胜,纪念馆,110204,2024-09-08 06:28:55,115.897802,28.665926,115.89296164875908,28.66930250166217
1bfcacbc-5a99-3d3c-b09a-e533292e97d8,江西省,360000,南昌市,791,西湖区,360103,灌婴像,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行350米),"115.899871,28.661088",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-01-24 22:58:34,115.899871,28.661088,115.89503224618998,28.66446753821756
f2e2678e-ac07-3aa6-bd84-28cdb0a2daa2,江西省,360000,南昌市,791,西湖区,360103,大成殿,绳金塔街1号绳金塔(绳金塔地铁站3号口步行450米),"115.900277,28.661308",0791-86589974,[],风景名胜,风景名胜相关,旅游景点,110000,2024-08-26 18:13:36,115.900277,28.661308,115.89543844441144,28.664687442496263
85415b0c-d5d3-3be8-b78e-a20dae7944d1,江西省,360000,南昌市,791,西湖区,360103,金牛根献宝,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行350米),"115.899835,28.660986",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-01-24 20:12:04,115.899835,28.660986,115.89499623461916,28.66436559340652
b9d1dac3-0731-31e7-af67-5e6c3bc4c53c,江西省,360000,南昌市,791,西湖区,360103,绳金塔,绳金塔街1号(绳金塔地铁站3号口步行230米),"115.899890,28.660962",0791-86406013,[],风景名胜,风景名胜,省级景点,110203,2024-09-08 07:25:07,115.89989,28.660962,115.89505126621408,28.664341611635965
42b149aa-e4ec-3612-ab17-7dea00d5fdb7,江西省,360000,南昌市,791,西湖区,360103,徐孺子像,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行350米),"115.900141,28.661108",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-02-06 09:45:58,115.900141,28.661108,115.89530238870616,28.664487547425725
b97c467f-1bff-396e-bfb1-b9ba447af00f,江西省,360000,南昌市,791,西湖区,360103,许真君,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行350米),"115.900276,28.661035",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-01-24 23:26:25,115.900276,28.661035,115.8954374650571,28.6644145981856
6469733d-c38c-3531-96a7-289fdcd06c78,江西省,360000,南昌市,791,西湖区,360103,静心亭,绳金塔街1号绳金塔内(绳金塔地铁站3号口步行350米),"115.900195,28.660957",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-01-18 05:58:01,115.900195,28.660957,115.89535642879724,28.664336637293083
7ba502b0-7fd4-3f5e-94db-494f254da3dc,江西省,360000,南昌市,791,西湖区,360103,绳金塔-星塔户照,绳金塔街1号绳金塔(绳金塔地铁站3号口步行370米),"115.899497,28.660555",0791-86406013,[],风景名胜,风景名胜相关,旅游景点,110000,2024-01-22 00:03:17,115.899497,28.660555,115.89465808205132,28.66393480829637
