id,pname,pcode,cityname,citycode,adname,adcode,name,address,location,tel,business_area,行业大类,行业中类,行业小类,typecode,timestamp,longitude,latitude,wgs84_经度,wgs84_纬度
76066a02-b9e9-3643-974e-48eaf989ca6a,江西省,360000,南昌市,791,南昌县,360121,中国民生银行24小时自助银行(平安支行),澄湖西路672号,"115.931999,28.548862",[],莲塘,金融保险服务,自动提款机,中国民生银行ATM,160309,2024-01-27 08:40:27,115.931999,28.548862,115.92716029666131,28.552277151735115
5fe8df0a-94a0-30c8-993a-2fe20aabc198,江西省,360000,南昌市,791,南昌县,360121,中国民生银行(南昌县支行),莲塘镇澄湖西路672号,"115.932056,28.548853",0791-85786116,澄湖中路,金融保险服务,银行,中国民生银行,160112,2024-09-08 04:29:13,115.932056,28.548853,115.92721723600803,28.55226807871699
43b0468c-dc89-3bb4-9cc0-9b47c64640b0,江西省,360000,南昌市,791,南昌县,360121,赣昌农商银行(向阳支行),莲西路933-941号,"115.926055,28.548796",0791-85789609,莲塘,金融保险服务,银行,农村商业银行,160121,2024-08-30 13:47:54,115.926055,28.548796,115.92122182375198,28.55221841788528
768cdd33-71fd-39f6-8979-e1a00bd02c92,江西省,360000,南昌市,791,南昌县,360121,上饶银行24小时自助银行(南昌县支行),莲西路933号,"115.926133,28.548613",[],澄湖中路,金融保险服务,自动提款机,自动提款机,160300,2023-12-10 22:28:43,115.926133,28.548613,115.92129977676636,28.552035410463777
40977bef-ec0a-3fd6-8928-8d9fdf12b9b4,江西省,360000,南昌市,791,南昌县,360121,上饶银行(南昌县支行),莲西路933号,"115.926202,28.548516",[],澄湖中路,金融保险服务,银行,银行,160100,2024-01-26 01:30:44,115.926202,28.548516,115.92136872993592,28.551938376164628
5e55db56-7080-3d40-9d3d-b8fbde0dc760,江西省,360000,南昌市,791,南昌县,360121,国盛证券,莲塘镇澄湖西路788号彩虹世纪城住宅区莲西路995号,"115.925489,28.550043",0791-85736681,莲塘,金融保险服务,金融保险服务机构,金融保险机构,160000,2024-07-18 21:46:26,115.925489,28.550043,115.92065616183945,28.553465496738195
94712ed8-7723-34c3-84a4-d5ebbd5c7458,江西省,360000,南昌市,791,南昌县,360121,赣昌农商银行24小时自助银行(向阳支行),莲西路933-941号,"115.926141,28.548586",[],莲塘,金融保险服务,自动提款机,农村商业银行ATM,160318,2024-07-28 02:03:17,115.926141,28.548586,115.92130777256604,28.55200841317081
efe5fef7-3823-39c4-8377-ce9f55fa8244,江西省,360000,南昌市,791,南昌县,360121,兴业银行24小时自助银行(向阳支行),莲塘镇莲西路1009号1-2层,"115.925294,28.550545",[],莲塘,金融保险服务,自动提款机,兴业银行ATM,160315,2024-07-04 20:54:42,115.925294,28.550545,115.9204612690132,28.553967489278183
3b99cdce-032f-3506-96eb-51533e4038c7,江西省,360000,南昌市,791,南昌县,360121,兴业银行(南昌支行),舒寅口腔西北侧,"115.925278,28.550550",0791-85731902;0791-85731908,莲塘,金融保险服务,银行,兴业银行,160118,2024-08-30 08:10:07,115.925278,28.55055,115.92044528051832,28.553972504001965
be732b1a-3865-3b39-9d70-42dd245d2342,江西省,360000,南昌市,791,南昌县,360121,中国邮政储蓄银行24小时自助银行(南昌县支行),莲塘镇澄湖西路363号,"115.933086,28.547691",[],澄湖中路,金融保险服务,自动提款机,中国邮政储蓄银行ATM,160336,2024-02-09 09:26:18,115.933086,28.547691,115.9282461901421,28.55110515798923
